Nodes,score,level,source_original,RNA_input
GAPDH,-1.9584396782433275,4,GAPDH,0.7877790969853053
Enzyme3782__TKT,-2.5317084529970106,3,Gene3782__TKT,NA
Enzyme3782__TKT_reverse,-2.4944347431318774,5,Gene3782__TKT_reverse,NA
Enzyme7328__TKT,-2.12463891489884,3,Gene7328__TKT,NA
Enzyme7328__TKT_reverse,-1.9272303531722297,1,Gene7328__TKT_reverse,NA
Enzyme7544__G6PD,-1.623866437052445,3,Gene7544__G6PD,NA
GRB10,-1.8496365446218792,4,GRB10,0.34156635964330473
GSK3A,2.185040562495518,5,GSK3A,-0.9970215166554556
HDAC1,-2.009352961230052,4,HDAC1,0.10258928311748237
HDAC6,-2.3371576095067472,5,HDAC6,0.7446470129499296
HIF1A,1.8957943021183437,4,HIF1A,-1.2462147739243308
HK1,-1.8302673373918892,2,HK1,1.803308571816615
HK2,-1.8302673373918892,2,HK2,1.226747790041602
HMGB1,1.8957943021183437,4,HMGB1,-1.2387638244792796
HNRNPK,1.8957943021183437,4,HNRNPK,-1.035159293747573
HSP90AA1,-2.676040698304981,4,HSP90AA1,-0.6241051390776907
IRF3,1.642877343070368,5,IRF3,0.772697872054546
IRS1,-1.6438328721375335,4,IRS1,-1.2354804823081205
JUN,-2.7429072977377227,4,JUN,-1.0982590752422623
KAT5,2.6597563763596903,4,KAT5,1.3919949261337887
MAPK1,1.572842513807389,3,MAPK1,1.040262124845296
MAPKAPK5,1.8957943021183437,4,MAPKAPK5,-1.1594306051996848
MCM7,1.5641658805546812,5,MCM7,0.7432570689941291
MDM2,-1.8957943021183437,4,MDM2,-1.3970618290862744
"Metab__6-O-phosphonato-D-glucono-1,5-lactone(2-)_c",-2.236147121052852,2,Metab__HMDB0062628_c,NA
MTOR,-1.8496365446218792,4,MTOR,0.8483431763623904
NPM1,-1.8957943021183437,4,NPM1,-1.1890702676923632
NUMB,1.8957943021183437,4,NUMB,-1.0262035119597093
NUP50,-1.5641658805546812,5,NUP50,-0.06794676573563421
P4HA2,2.0195668253283094,2,P4HA2,-0.20351045503658496
PAK2,-3.0096292023793483,5,PAK2,-1.0558954033960617
PARP1,1.8957943021183437,4,PARP1,-0.3061976771867105
PFAS,1.5192801476360822,2,PFAS,-0.7069695579408996
PIDD1,1.7963209761329832,4,PIDD1,-0.03470258487952054
PIK3CA,-1.5290172172319458,4,PIK3CA,0.34742620445879907
PMAIP1,1.5641658805546776,5,PMAIP1,-1.1299634480998624
PPP2R5C,1.8496365446218792,4,PPP2R5C,-1.3324002421186596
PRC1,-2.05774747109168,6,PRC1,1.837117034196277
PRKDC,2.047948717774698,3,PRKDC,-1.1272540732559757
RAC1,-1.8468483989485023,4,RAC1,0.06443119813681625
RASSF1,1.564165880554681,5,RASSF1,2.2010145321063876
RB1CC1,1.8957943021183437,4,RB1CC1,-1.4511433683227437
RHEB,-1.5306146401400926,5,RHEB,-0.8549433385101574
S100A4,1.8957943021183437,4,S100A4,-0.8748757850601644
SKP2,-1.6932812596541382,3,SKP2,-1.0360021367173926
SMAD3,2.2152784809303627,5,SMAD3,-0.36603903589106784
SMAD4,1.6428773430703674,5,SMAD4,-1.1642215625339887
SOS1,-1.528588639943231,5,SOS1,-0.9203370169144534
SPHK2,1.6842253340241142,5,SPHK2,0.6587506106682832
STEAP3,1.5549659138840266,6,STEAP3,0.10823157238697415
TCF3,-1.5306146401400929,5,TCF3,-0.33758483889665064
TFDP1,1.5025093979597541,5,TFDP1,-0.5173265038051507
TKT,-1.948209268930957,2,TKT,0.13672674885586242
TP53,2.1533105390418954,3,TP53,0.6257194506757446
TP53BP1,1.8957943021183437,4,TP53BP1,0.18947953287081326
TRIB3,1.8496365446218792,4,TRIB3,-0.3671625027165364
TSC1,-1.5306146401400929,5,TSC1,0.09428103021124323
TSC2,-2.1790824125462063,5,TSC2,0.06481089498144461
TTK,1.8957943021183437,4,TTK,-1.1280912265950231
UBE3A,-1.8957943021183437,4,UBE3A,-0.8749097955937831
ULK1,1.653598698206969,5,ULK1,-0.6415009005981557
USP10,1.8957943021183437,4,USP10,-0.4992391124796345
VAV2,-1.7017371730275397,5,VAV2,-0.438108027314751
VHL,1.8957943021183437,4,VHL,-1.2247159657185454
XPO1,-1.8957943021183437,4,XPO1,-1.3225782118867995
YY1,1.8957943021183437,4,YY1,-1.305357023885579
