Node1,Node2,Sign,Weight
CCNE1,TFDP1,1,1
CDC73,MYC,-1,1
CDK1,CHEK1,1,1
CDK1,CSNK2A1,1,1
CDK1,EGFR,-1,1
CDK1,KAT5,1,1
CDK1,MAP2K1,-1,1
CDK1,PLK1,1,1
CDK1,RB1,-1,1
CDK1,RPS6KB1,1,0.2
CDK2,AXIN1,1,1
CDK2,CCNA2,1,1
CDK2,CHEK1,1,1
CDK2,MYC,1,1
CDK2,PAK1,-1,1
CDK2,RB1,-1,1
CDK2,RUNX1,-1,1
CDK2,SMAD3,-1,1
CDK2,SMAD4,-1,1
CDK2,TFDP1,1,1
CDK3,ATF1,1,1
CDK3,JUN,1,1
CDK4,IRF3,1,0.2
CDK4,MEF2A,-1,0.2
CDK4,MEF2D,-1,0.2
CDK4,RB1,-1,0.2
CDK5,APP,1,1
CDK5,ETS1,1,1
CDK5,GSK3B,1,1
CDK5,MAPK7,1,1
CDK5,PPP1CA,-1,1
CDK5,PTK2,1,1
CDK5,SMAD4,1,1
CDK5,SRC,1,1
CDK5,SRF,1,1
CDK5,STAT3,1,1
CDK5,TLN1,1,1
CDK5,TP53,1,1
CDK7,RARA,1,1
CDK7,SMAD4,1,1
CDK7,TP53,1,1
CEBPA,MYC,-1,1
CHEK1,E2F3,1,1
CHEK1,NFKB1,-1,1
CHEK1,SYK,-1,1
CHEK1,WEE1,1,0.2
CHUK,CREBBP,1,1
CHUK,IKBKB,1,0.2
CHUK,MYC,1,1
CHUK,NFKB1,-1,1
CHUK,RELB,-1,1
CLK2,PRKACA,1,1
CLK2,PTPN1,1,1
CREB5,CREBBP,-1,1
CREB5,JUN,1,1
CREBBP,CTNNB1,1,1
CREBBP,MYB,1,1
CREBBP,NCOA2,1,1
CREBBP,SMAD4,-1,1
CSNK2A1,ARNT,-1,1
CSNK2A1,ATF1,-1,1
CSNK2A1,CTNNB1,1,1
CSNK2A1,EGR1,-1,1
CSNK2A1,HDAC1,1,1
CSNK2A1,JUN,-1,1
CSNK2A1,NFE2L2,-1,1
CSNK2A1,SP1,-1,1
CSNK2A1,YY1,1,1
CSNK2A2,HDAC2,1,1
CSNK2A2,NMI,1,1
CSNK2A2,RELA,1,1
CSNK2A2,TCF7L2,1,1
CSNK2A2,TP53,1,1
CSNK2B,RELA,1,1
CSNK2B,TP53,1,1
CSNK2B,WEE1,-1,0.2
CTCF,APP,1,1
CTCF,MYC,-1,1
CTCF,NFE2L2,1,1
CTNNB1,ID2,1,1
CTNNB1,MYC,1,1
CTNNB1,NOTCH1,1,1
CTNND1,RAC1,1,1
CTNND1,ZBTB33,-1,1
CUL1,CCNE1,1,1
CUL1,SMAD3,-1,1
DAG1,PRKCA,1,1
DDX21,JUN,1,1
DDX58,IRF3,1,0.2
DUSP22,MAPK8,1,1
DUSP6,MAPK3,1,1
DVL1,AXIN1,-1,1
DVL1,JUN,1,1
DVL1,RAC1,1,1
DVL1,RHOA,1,1
DVL1,ROCK1,1,1
DVL1,SMAD3,1,1
DYRK1B,MAPK8,1,1
DYRK1B,PRKACA,1,1
E2F2,MYC,1,1
E2F2,PCNA,1,1
E2F3,CCNA2,1,1
E2F3,MYC,1,1
EGFR,CAV1,1,1
EGFR,CTNNB1,-1,1
EGFR,HRAS,1,1
EGFR,KITLG,1,1
EGFR,MAP2K1,1,1
EGFR,PIK3R1,1,1
EGFR,PRKDC,1,1
EGFR,PTK2,1,1
EGFR,PTPN1,1,1
EGFR,STAT1,1,1
EGFR,STAT3,1,1
EGFR,STAT5B,1,1
EGFR,TNK2,1,1
EGR1,EGFR,1,1
EGR1,HIF1A,1,1
EGR1,VEGFA,1,1
EIF2AK2,CDK1,-1,1
EIF2AK2,PRKCD,1,1
EIF2AK2,STAT1,1,1
EIF2AK2,TP53,1,1
EIF4E,SMAD3,1,1
EIF4E,SMAD4,1,1
ELAVL1,ADAM10,1,1
ELAVL1,EIF4E,1,1
ELAVL1,FOS,1,1
ELAVL1,MYC,-1,1
ELAVL1,TP53,1,1
ELAVL1,VEGFA,1,1
EP300,ARNT,1,1
EP300,DDX17,1,1
EP300,GATA3,1,1
EP300,HIF1A,1,1
EP300,MEF2A,1,1
EP300,MEF2D,1,1
EP300,MITF,1,1
EP300,MYC,-1,1
EP300,RB1,1,1
EP300,RELA,1,1
EP300,SMAD3,1,1
EP300,SMAD4,1,1
EP300,STAT3,1,1
EP300,TDG,1,1
EP300,TP53,1,1
EP300,VDR,1,1
EPAS1,VEGFA,1,1
EPHB2,PIK3R1,1,1
EPHB2,SRC,1,1
EPHB2,STAT1,1,1
ERBB2,AKT1,-1,1
ERBB2,CTNNB1,1,1
ERBB2,CTNND1,-1,1
ETS1,TGFBR2,1,1
FBXW11,CTNNB1,-1,1
FBXW11,SMAD3,1,1
FBXW11,SMAD4,1,1
FER,CTNNB1,-1,1
FER,PTPN1,1,1
FER,STAT3,1,1
FGFR1,BCAR1,1,1
FGFR1,PIK3R1,1,1
FGFR1,STAT1,1,1
FGFR3,PIK3R1,1,1
FGFR3,STAT1,1,1
FGFR3,STAT3,1,1
FGFR4,MAPK8,1,1
FGFR4,PIK3R1,1,1
FGFR4,STAT1,1,1
FGFR4,STAT3,1,1
FN1,RAC1,1,1
FOS,JUN,1,1
FOS,MYC,-1,1
FOS,VEGFA,1,1
FOSL2,FOSL1,1,1
FYN,ABL1,1,1
FYN,BCAR1,1,1
FYN,CAV1,1,1
FYN,CDK5,1,1
FYN,CTNNB1,-1,1
FYN,CTNND1,1,1
FYN,EGFR,1,1
FYN,EPHB2,1,1
FYN,ITGB1,1,1
FYN,MAPK14,1,1
FYN,PIK3R1,1,1
FYN,PRKCA,1,1
FYN,PRKCD,1,1
FYN,PRKCE,1,1
FYN,PTK2,1,1
FYN,PTPN11,1,1
FYN,RPS6KA3,1,1
Gene136__ALDH1B1,Metab__HMDB0000042_c,1,0.14285714285714285
Gene136__ALDH3A1,Metab__HMDB0000042_c,1,0.14285714285714285
Gene136__ALDH3A2,Metab__HMDB0000042_c,1,0.14285714285714285
Gene136__ALDH3B1,Metab__HMDB0000042_c,1,0.14285714285714285
Gene2346__PKM,Metab__HMDB0000243_c,1,0.5
Gene3806__ALDH1A1,Metab__HMDB0000042_c,1,0.14285714285714285
Gene3806__ALDH3A1,Metab__HMDB0000042_c,1,0.14285714285714285
Gene3806__ALDH7A1,Metab__HMDB0000042_c,1,0.14285714285714285
Gene3833__PKM,Metab__HMDB0000243_c,1,0.5
Gene8417__THRA,Metab__HMDB0000990_c,1,1
GNAI2,FYN,1,1
GNAI2,LYN,1,1
GNAI2,MAPK1,1,1
GNAI2,MAPK3,1,1
GNAI2,SRC,1,1
GPC6,WNT5A,-1,1
GSK3A,CTNNB1,-1,1
GSK3A,MITF,1,1
GSK3A,MYC,-1,1
GSK3A,NOTCH1,-1,1
GSK3A,RELA,1,1
GSK3B,CCNE1,-1,1
GSK3B,CDK1,-1,1
GSK3B,CDK4,-1,0.2
GSK3B,CEBPA,1,1
GSK3B,CTNNB1,-1,1
GSK3B,EIF2AK2,1,1
GSK3B,MAP3K1,1,1
GSK3B,MYC,-1,1
GSK3B,NFKB1,1,1
GSK3B,PRKCE,1,1
GSK3B,RELA,1,1
GSK3B,SMAD3,1,1
GSK3B,SMO,1,1
GSK3B,TP53,1,1
HBEGF,EGFR,1,1
HBEGF,PIK3R1,1,1
HDAC1,CEBPA,-1,1
HDAC1,CREBBP,1,1
HDAC1,MAFK,-1,1
HDAC1,NFE2L2,-1,1
HDAC1,RBPJ,-1,1
HDAC1,RELA,-1,1
HDAC1,SMAD3,-1,1
HDAC1,SMAD4,-1,1
HDAC1,SNAI1,-1,0.5
HDAC1,TP53,-1,1
HDAC1,TRIM28,1,1
HDAC2,MYC,-1,1
HDAC2,STAT3,1,1
HIF1A,VEGFA,1,1
HMGB1,NFKB1,1,1
HMGB1,TP53,1,1
HRAS,JUN,1,1
HRAS,MAP3K1,1,1
HRAS,MAPK1,1,1
HRAS,MAPK8,1,1
HRAS,PIK3R1,1,1
HRAS,RAF1,1,1
ID2,TCF12,-1,1
IFNAR2,JAK1,1,1
IFNAR2,STAT1,1,1
IFNAR2,TYK2,1,1
IFNGR1,JAK1,1,1
IFNGR1,STAT1,1,1
IKBKB,IKBKG,-1,0.2
IKBKB,IRF3,1,0.2
IKBKB,NFE2L2,-1,0.2
IKBKB,NFKB1,-1,0.2
IKBKG,NFKB1,1,1
IKBKG,RELA,1,1
IL27RA,STAT1,1,1
IL6,IL6R,1,1
IL6,PTPN11,1,1
IL6,STAT1,1,1
IL6,STAT3,1,1
IL6R,JAK1,1,1
IL6R,SRC,1,1
IL6R,STAT3,1,1
ING2,EP300,1,1
ING2,TP53,1,1
IRAK1,IKBKG,1,1
IRAK1,MAP3K7,1,1
IRAK1,STAT3,1,1
IRAK1,TRAF6,1,1
ITGA5,PTK2,1,1
ITGAV,PTK2,1,1
ITGB1,EGFR,1,1
ITGB1,PRKACA,1,1
ITGB1,PTK2,1,1
ITGB1,PTK2B,1,1
ITGB5,PTK2,1,1
ITGB5,SRC,1,1
JAK1,PIK3R1,1,1
JAK1,PTK2B,1,1
JAK1,PTPN11,1,1
JAK1,STAT1,1,1
JAK1,STAT3,1,1
JAK1,STAT5B,1,1
JAK1,STAT6,1,1
JAK1,TYK2,1,1
JUN,EGFR,1,1
JUN,FOSL1,1,1
JUN,FOSL2,1,1
JUN,MYC,-1,1
JUN,NR3C1,1,1
JUNB,EGFR,1,1
JUND,FOSL1,1,1
KAT2A,MYC,1,1
KAT5,ATM,1,1
KAT5,MYC,1,1
KAT5,STAT3,-1,1
KDM4C,HIF1A,1,1
KDM6A,ETS2,-1,1
KITLG,AKT1,1,1
KITLG,EGFR,1,1
KITLG,STAT3,1,1
KMT2D,RELB,1,1
LIF,STAT1,1,1
LYN,ABL1,1,1
LYN,BCAR1,1,1
LYN,MAPK3,1,1
LYN,PIK3R1,1,1
LYN,PRKCA,1,1
LYN,PRKCD,1,1
LYN,PTK2,1,1
LYN,PTK2B,1,1
LYN,SYK,1,1
MAP2K1,GSK3B,1,1
MAP2K1,MAPK1,1,1
MAP2K1,MAPK14,1,1
MAP2K1,MAPK3,1,1
MAP2K1,MAPK8,1,1
MAP2K1,MAPK9,1,1
MAP2K1,RPS6KA4,1,1
MAP2K1,STAT3,1,1
MAP2K2,MAPK1,1,1
MAP2K2,MAPK3,1,1
MAP2K2,MAPK8,1,1
MAP2K2,STAT3,1,1
MAP2K4,MAPK1,1,1
MAP2K4,MAPK11,1,1
MAP2K4,MAPK12,1,1
MAP2K4,MAPK13,1,1
MAP2K4,MAPK14,1,1
MAP2K4,MAPK3,1,1
MAP2K4,MAPK8,1,1
MAP2K4,MAPK9,1,1
MAP2K4,PRKCD,1,1
MAP3K1,MAP2K1,1,1
MAP3K1,MAP2K2,1,1
MAP3K1,MAP2K4,1,1
MAP3K1,MAPK1,1,1
MAP3K1,MAPK14,1,1
MAP3K1,MAPK3,1,1
MAP3K1,MAPK8,1,1
MAP3K1,STAT3,1,1
MAP3K14,IKBKG,1,1
MAP3K14,MAP3K1,1,1
MAP3K14,MAPK1,1,1
MAP3K14,MAPK3,1,1
MAP3K14,RELA,1,1
MAP3K14,STAT3,1,1
MAP3K7,IKBKG,1,1
MAP3K7,MAP2K4,1,1
MAP3K7,MAP3K14,1,1
MAP3K7,MAPK14,1,1
MAP3K7,MAPK8,1,1
MAP3K7,NFKB1,1,1
MAP3K7,PRKCD,1,1
MAPK1,CDK1,-1,1
MAPK1,CREB5,1,1
MAPK1,EIF2AK2,1,1
MAPK1,EP300,1,1
MAPK1,ETS1,1,1
MAPK1,FOS,1,1
MAPK1,GATA2,1,1
MAPK1,HIF1A,1,1
MAPK1,JUN,1,1
MAPK1,JUND,1,1
MAPK1,MAPK3,1,1
MAPK1,MAPKAPK2,1,1
MAPK1,MAPKAPK5,1,1
MAPK1,MED1,1,1
MAPK1,NCOA1,1,1
MAPK1,NRIP1,1,1
MAPK1,PAK1,1,1
MAPK1,PRKACA,1,1
MAPK1,PTPN6,-1,1
MAPK1,RAF1,1,1
MAPK1,RARA,1,1
MAPK1,RELA,1,1
MAPK1,RPS6KA1,1,1
MAPK1,RPS6KA3,1,1
MAPK1,RPS6KA4,1,1
MAPK1,RUNX1,1,1
MAPK1,SMAD3,1,1
MAPK1,SMAD4,1,1
MAPK1,SP1,1,1
MAPK1,SP3,1,1
MAPK1,STAT1,1,1
MAPK1,STAT3,1,1
MAPK1,TP53,1,1
MAPK11,CREB5,1,1
MAPK11,FOS,1,1
MAPK11,HIF1A,1,1
MAPK11,JUN,1,1
MAPK11,MAP2K2,1,1
MAPK11,MAPK14,1,1
MAPK11,MAPK3,1,1
MAPK11,MAPKAPK5,1,1
MAPK11,MEF2A,1,1
MAPK11,MITF,1,1
MAPK11,NR3C1,1,1
MAPK11,RPS6KA4,1,1
MAPK11,STAT1,1,1
MAPK11,TAB1,-1,1
MAPK11,TP53,1,1
MAPK11,USF1,1,1
MAPK12,CREB5,1,1
MAPK12,FOS,1,1
MAPK12,JUN,1,1
MAPK12,MAPKAPK2,1,1
MAPK12,MAPKAPK5,1,1
MAPK12,MEF2A,1,1
MAPK12,MEF2D,1,1
MAPK12,RPS6KA4,1,1
MAPK12,TP53,1,1
MAPK13,CREB5,1,1
MAPK13,FOS,1,1
MAPK13,JUN,1,1
MAPK13,MAPK1,1,1
MAPK13,MAPKAPK2,1,1
MAPK13,MAPKAPK5,1,1
MAPK13,RPS6KA4,1,1
MAPK13,TP53,1,1
MAPK14,ADAM17,1,0.5
MAPK14,CREB5,1,1
MAPK14,CSNK2B,1,1
MAPK14,ELAVL1,1,1
MAPK14,EPHB2,1,1
MAPK14,ETS1,1,1
MAPK14,ETS2,1,1
MAPK14,FOS,1,1
MAPK14,GATA2,1,1
MAPK14,JUN,1,1
MAPK14,JUNB,1,1
MAPK14,MAP2K2,1,1
MAPK14,MAP3K11,-1,1
MAPK14,MAPKAPK2,1,1
MAPK14,MAPKAPK5,1,1
MAPK14,MEF2A,1,1
MAPK14,MEF2D,1,1
MAPK14,MITF,1,1
MAPK14,NR3C1,1,1
MAPK14,RARA,1,1
MAPK14,RELA,1,1
MAPK14,RPS6KA4,1,1
MAPK14,SMAD3,1,1
MAPK14,STAT1,1,1
MAPK14,STAT3,1,1
MAPK14,TAB1,-1,1
MAPK14,TP53,1,1
MAPK14,USF1,1,1
MAPK3,ADAM17,1,0.5
MAPK3,CREB5,1,1
MAPK3,EP300,1,1
MAPK3,ETS1,1,1
MAPK3,FOS,1,1
MAPK3,HIF1A,1,1
MAPK3,JUN,1,1
MAPK3,JUND,1,1
MAPK3,MAPK8,1,1
MAPK3,MAPKAPK2,1,1
MAPK3,MED1,1,1
MAPK3,MYB,-1,1
MAPK3,NCOA1,1,1
MAPK3,NRIP1,1,1
MAPK3,PTPN11,1,1
MAPK3,PTPN6,-1,1
MAPK3,RAF1,1,1
MAPK3,RELA,1,1
MAPK3,RPS6KA1,1,1
MAPK3,RPS6KA3,1,1
MAPK3,RPS6KA4,1,1
MAPK3,SMAD3,1,1
MAPK3,SMAD4,1,1
MAPK3,SP1,1,1
MAPK3,SP3,1,1
MAPK3,STAT3,1,1
MAPK3,TP53,1,1
MAPK7,ETS1,1,1
MAPK7,MAPK8,1,1
MAPK7,MEF2A,1,1
MAPK7,MEF2D,1,1
MAPK7,RPS6KA1,1,1
MAPK8,AKT1,1,1
MAPK8,APP,1,1
MAPK8,ATF7,1,1
MAPK8,FOS,1,1
MAPK8,FOSL1,1,1
MAPK8,JUN,1,1
MAPK8,JUNB,1,1
MAPK8,JUND,1,1
MAPK8,MAPK14,1,1
MAPK8,MITF,1,1
MAPK8,RARA,1,1
MAPK8,SMAD3,1,1
MAPK8,SMAD4,1,1
MAPK8,SP1,1,1
MAPK8,SRC,1,1
MAPK8,SRF,1,1
MAPK8,STAT1,1,1
MAPK8,STAT3,1,1
MAPK8,TP53,1,1
MAPK9,EIF2AK2,1,1
MAPK9,ETS1,1,1
MAPK9,FOS,1,1
MAPK9,JUN,1,1
MAPK9,JUND,1,1
MAPK9,MEF2A,1,1
MAPK9,NR3C1,1,1
MAPK9,SMAD4,1,1
MAPK9,STAT1,1,1
MAPK9,STAT3,1,1
MAPK9,TP53,1,1
MAPKAPK2,ELAVL1,1,1
MAPKAPK2,PIAS1,1,1
MAPKAPK2,SRF,1,1
MAPKAPK5,MAPK8,1,1
MAPKAPK5,SMAD4,1,1
MAPKAPK5,TP53,1,1
MAPKAPK5,ZEB2,1,1
MED1,GATA6,1,1
MEF2A,JUN,1,1
MEF2D,JUN,1,1
MEF2D,MEF2A,1,1
MET,CTNNB1,-1,1
MET,PIK3R1,1,1
MET,PTK2,1,1
MET,STAT3,1,1
Metab__HMDB0000042_c,KLF4,1,1
Metab__HMDB0000243_c,PDHX,-1,1
Metab__HMDB0000990_c,ABL1,1,1
Metab__HMDB0000990_c,Gene136__ALDH1B1,1,0.14285714285714285
Metab__HMDB0000990_c,Gene136__ALDH3A1,1,0.14285714285714285
Metab__HMDB0000990_c,Gene136__ALDH3A2,1,0.14285714285714285
Metab__HMDB0000990_c,Gene136__ALDH3B1,1,0.14285714285714285
Metab__HMDB0000990_c,Gene3806__ALDH1A1,1,0.14285714285714285
Metab__HMDB0000990_c,Gene3806__ALDH3A1,1,0.14285714285714285
Metab__HMDB0000990_c,Gene3806__ALDH7A1,1,0.14285714285714285
Metab__HMDB0000990_c,JUN,1,1
Metab__HMDB0000990_c,MAPK1,1,1
Metab__HMDB0000990_c,MAPK3,1,1
Metab__HMDB0000990_c,MAPK8,1,1
Metab__HMDB0000990_c,PRKCD,1,1
MITF,HIF1A,1,1
MMP14,ADAM9,-1,1
MMP14,TGFB1,-1,1
MTOR,AKT1,1,1
MTOR,AKT2,1,1
MTOR,AKT3,1,1
MTOR,HIF1A,1,1
MTOR,STAT3,1,1
MYB,MYC,1,1
MYC,CCNA2,1,1
MYC,CCNE1,1,1
MYC,PCNA,1,1
MYC,THBS1,-1,1
NCOA1,STAT3,1,1
NDN,MYC,1,1
NDN,PIAS1,-1,1
NDN,TP53,-1,1
NFATC3,GPC6,1,1
NFATC3,IL6,1,1
NFKB1,EGFR,1,1
NFKB1,JUN,1,1
NFKB1,VEGFA,1,1
NLK,SMAD4,-1,1
NLK,TCF4,-1,1
NMI,MYC,-1,1
NMI,STAT1,1,1
NOTCH1,CHUK,1,1
NOTCH1,PAX8,1,1
NOTCH1,ZMIZ1,1,1
NOTCH2,RBPJ,1,1
NR2F2,NR3C1,1,1
NR3C1,CAV1,1,1
NR3C1,SMAD3,1,1
NRIP1,NR3C1,1,1
NRIP1,RARA,1,1
NUAK1,PRKACA,1,1
NUAK1,TP53,1,1
NUP153,SMAD3,1,1
NUP153,SMAD4,1,1
NUP214,EIF4E,1,1
NUP214,SMAD3,1,1
NUP214,SMAD4,1,1
PAK1,ABL1,1,1
PAK1,MAP2K1,1,1
PAK1,MAP2K4,1,1
PAK1,MAP3K1,1,1
PAK1,PRKACA,1,1
PAK1,RAF1,1,1
PAK1,SNAI1,1,0.5
PAK1,WEE1,-1,0.2
PAK2,ABL1,1,1
PAK2,JUN,1,1
PAK2,MAP3K1,1,1
PAK2,MYC,-1,1
PAK2,RAF1,1,1
PCNA,CDK2,1,1
PDHX,PAX6,-1,1
PDIA3,STAT3,1,1
PELP1,NR3C1,1,1
PELP1,STAT3,1,1
PIAS1,AKT1,1,1
PIAS1,CREBBP,-1,1
PIAS1,SMAD4,1,1
PIAS1,STAT1,1,1
PIAS1,TP53,1,1
PIAS2,STAT1,-1,1
PIAS3,SMAD3,1,1
PIAS3,SMAD4,1,1
PIAS3,STAT3,1,1
PIK3R1,AKT1,1,1
PIK3R1,MAPK8,1,1
PIK3R1,PRKCZ,1,1
PIK3R1,RAC1,1,1
PIK3R1,STAT3,1,1
PKN1,MAPK14,1,1
PKN1,PPP2R5D,1,1
PKN1,RAF1,1,1
PKN1,SNAI1,1,0.5
PLK1,MYC,1,1
PLK1,ROCK2,1,1
PLK1,TP53,-1,1
PLK1,YY1,1,1
PPM1G,YBX1,1,1
PPP1CA,DDX58,1,0.2
PPP1CA,HDAC1,1,1
PPP1CA,MAPK1,-1,1
PPP1CA,MAPK3,-1,1
PPP1CA,SP1,-1,1
PPP1CA,SP3,-1,1
PPP1CA,STAT3,-1,1
PPP1CA,TP53,-1,1
PPP1CA,TRIM28,1,1
PPP2CA,AKT1,-1,1
PPP2CA,AKT2,-1,1
PPP2CA,AKT3,-1,1
PPP2CA,AXIN1,1,1
PPP2CA,BCAR1,-1,1
PPP2CA,CTNNB1,1,1
PPP2CA,EIF4E,-1,1
PPP2CA,ELF1,-1,1
PPP2CA,EPHB2,-1,1
PPP2CA,MAP2K1,-1,1
PPP2CA,MAP2K2,-1,1
PPP2CA,MAP3K7,-1,1
PPP2CA,MAPK1,-1,1
PPP2CA,MAPK3,-1,1
PPP2CA,MYC,1,1
PPP2CA,PAK1,-1,1
PPP2CA,PRKACA,-1,1
PPP2CA,PRKCA,-1,1
PPP2CA,PRKCD,-1,1
PPP2CA,PRKCZ,-1,1
PPP2CA,RBL2,1,0.4142857142857143
PPP2CA,RELA,-1,1
PPP2CA,TP53,-1,1
PPP2R5A,MYC,1,1
PPP2R5D,AXIN1,-1,1
PPP2R5D,GSK3A,1,1
PPP2R5D,GSK3B,1,1
PPP2R5D,MYC,-1,1
PPP2R5D,RAF1,1,1
PRKACA,ATF1,1,1
PRKACA,FOS,1,1
PRKACA,FYN,1,1
PRKACA,ITGB1,1,1
PRKACA,MAPK1,1,1
PRKACA,MTOR,1,1
PRKACA,NFATC3,1,1
PRKACA,NFKB1,1,1
PRKACA,PPP2R5D,1,1
PRKACA,RAF1,1,1
PRKACA,RARA,1,1
PRKACA,RELA,1,1
PRKACA,RHOA,1,1
PRKACA,SRC,1,1
PRKACA,SRF,1,1
PRKACA,STK11,1,1
PRKACA,TFAP2A,1,1
PRKCA,ABL1,1,1
PRKCA,ADAM17,1,0.5
PRKCA,CREBBP,-1,1
PRKCA,DAG1,1,1
PRKCA,EIF4E,1,1
PRKCA,EPHA2,-1,1
PRKCA,ERBB2,-1,1
PRKCA,FOS,1,1
PRKCA,HRAS,1,1
PRKCA,ITGB1,1,1
PRKCA,ITGB5,1,1
PRKCA,MAPK1,1,1
PRKCA,MAPK3,1,1
PRKCA,MTOR,1,1
PRKCA,NFE2L2,1,1
PRKCA,PTK2,1,1
PRKCA,PTK2B,1,1
PRKCA,PTPN11,1,1
PRKCA,RAC1,1,1
PRKCA,RAF1,1,1
PRKCA,RARA,1,1
PRKCA,RELA,1,1
PRKCA,RHOA,1,1
PRKCA,SRF,1,1
PRKCA,STAT3,1,1
PRKCA,TLN1,1,1
PRKCA,TP53,1,1
PRKCA,VCL,1,1
PRKCD,CTNNB1,-1,1
PRKCD,ELAVL1,1,1
PRKCD,MAP2K1,1,1
PRKCD,MAPK1,1,1
PRKCD,MAPK8,1,1
PRKCD,NFE2L2,1,1
PRKCD,NR2F6,-1,1
PRKCD,PTK2B,1,1
PRKCD,RAF1,1,1
PRKCD,RELA,1,1
PRKCD,STAT1,1,1
PRKCD,STAT3,1,1
PRKCD,TP53,1,1
PRKCD,TRIM28,-1,1
PRKCE,ITGB1,1,1
PRKCE,RAF1,1,1
PRKCE,RHOA,1,1
PRKCE,STAT3,1,1
PRKCZ,AKT2,1,1
PRKCZ,AKT3,1,1
PRKCZ,GSK3A,1,1
PRKCZ,HRAS,1,1
PRKCZ,JAK1,1,1
PRKCZ,MAPK1,1,1
PRKCZ,MAPK3,1,1
PRKCZ,MAPK8,1,1
PRKCZ,MAPK9,1,1
PRKCZ,NFKB1,1,1
PRKCZ,RELA,1,1
PRKCZ,SP1,1,1
PRKCZ,STAT6,1,1
PRKCZ,STK11,1,1
PRKDC,ABL1,1,1
PRKDC,AKT1,1,1
PRKDC,MAPK8,1,1
PRKDC,SRF,1,1
PRKDC,TP53,1,1
PRKDC,USF1,1,1
PTK2,BCAR1,1,1
PTK2,PIK3R1,1,1
PTK2,RAC1,1,1
PTK2,STAT1,1,1
PTK2,TLN1,1,1
PTK2B,EGFR,1,1
PTK2B,GSK3B,1,1
PTK2B,PTK2,1,1
PTK2B,RAC1,1,1
PTK2B,STAT3,1,1
PTPN1,SRC,1,1
PTPN1,STAT3,1,1
PTPN1,TYK2,1,1
PTPN11,ERBB2,-1,1
PTPN11,HRAS,1,1
PTPN11,SRC,1,1
PTPN11,STAT1,1,1
PTPN11,STAT3,1,1
PTPN6,EGFR,-1,1
PTPN6,PIK3R1,-1,1
PTPN6,PTK2B,-1,1
PTPN6,STAT3,-1,1
PTPN6,STAT5B,-1,1
PTPN6,SYK,-1,1
PTPN6,TYK2,-1,1
PTPRG,CDK2,-1,1
PTPRG,EGFR,1,1
PTPRG,PRKCD,1,1
PTPRG,PTK2,1,1
PTPRG,STAT1,1,1
PTPRG,STAT3,1,1
PXK,PRKACA,1,1
RAC1,AKT1,1,1
RAC1,FN1,1,1
RAC1,MAP2K1,1,1
RAC1,MAP2K2,1,1
RAC1,MAP2K4,1,1
RAC1,MAP3K1,1,1
RAC1,MAPK1,1,1
RAC1,MAPK8,1,1
RAC1,MAPK9,1,1
RAC1,PAK1,1,1
