Node1,Sign,Node2,Weight
FYN,1,PRKCA,1
FYN,1,TGFB1I1,0.62
GPI,1,Enzyme4823__GPI,0.34
GPI,1,Enzyme7283__GPI,0.29
Enzyme168800001__SLC25A1,1,Metab__Citric acid_m,0.17
Enzyme220500001__SLC25A1,1,Metab__Citric acid_c,0.08
Enzyme220800002__SLC25A1,1,Metab__Citric acid_m,0.18
Enzyme2346__PKM_reverse,1,Metab__Phosphoenolpyruvate_c,1
Enzyme3825__ACO1_reverse,1,Metab__Citric acid_c,0.36
Enzyme3825__IREB2_reverse,1,Metab__Citric acid_c,0.25
Enzyme3844__PGD,1,Metab__D-Ribulose 5-phosphate_c,1
Enzyme4788__KMT5A,1,Metab__S-Adenosylhomocysteine_c,0.38
Enzyme4789__KMT5A,1,Metab__S-Adenosylhomocysteine_c,0.37
Enzyme4823__GPI,1,Metab__Beta-D-Fructose 6-phosphate_c,0.34
Enzyme616500001__SLC25A1,1,Metab__Citric acid_c,0.15
Enzyme616700002__SLC25A1,1,Metab__Citric acid_c,0.16
Enzyme618000003__SLC25A1,1,Metab__Citric acid_m,0.12
Enzyme619100001__SLC25A1,1,Metab__Phosphoenolpyruvate_m,1
Enzyme6581__orphanReac3MHISc_reverse,1,Metab__Histidine_c,1
Enzyme7283__GPI,1,Metab__Beta-D-Fructose 6-phosphate_c,0.29
Enzyme7328__TKT_reverse,1,Metab__D-Erythrose 4-phosphate_c,1
Enzyme8252__KMT5A,1,Metab__S-Adenosylhomocysteine_c,0.25
Enzyme8924__PFKFB2,1,Metab__Beta-D-Fructose 6-phosphate_c,0.37
Enzyme9711__ACO1_reverse,1,Metab__Citric acid_m,0.53
HDAC1,-1,NFE2L2,1
HDAC1,-1,RELA,1
HDAC1,-1,SMAD3,1
HDAC1,-1,SMAD4,1
HDAC1,-1,TP53,1
HIPK2,1,MECP2,1
IGF1R,1,JAK1,0.67
IREB2,1,Enzyme3825__IREB2_reverse,0.25
ITGB1,1,PRKACA,1
ITGB5,1,SRC,1
JAK1,1,STAT1,1
JAK1,1,STAT2,1
JAK1,1,STAT6,1
JDP2,-1,JUN,1
KMT5A,1,Enzyme4788__KMT5A,0.38
KMT5A,1,Enzyme4789__KMT5A,0.37
KMT5A,1,Enzyme8252__KMT5A,0.25
KMT5A,1,TP53,1
MAP3K7,-1,SMAD3,1
MAP3K7,1,HIPK2,1
MAP3K7,1,MAPK8,1
MAP3K7,1,PRKAA1,1
MAPK11,-1,NFE2L2,1
MAPK11,1,HBP1,1
MAPK14,-1,CASP3,0.71
MAPK14,1,ETS1,1
MAPK14,1,FOS,1
MAPK14,1,JUN,1
MAPK14,1,MEF2D,1
MAPK14,1,RELA,1
MAPK14,1,RUNX2,1
MAPK14,1,SMAD3,1
MAPK14,1,STAT1,1
MAPK14,1,TP53,1
MAPK14,1,USF1,1
MAPK8,-1,STAT6,1
MAPK8,1,JDP2,1
MAPK8,1,MYC,1
MAPK8,1,RPS6KB1,1
MAX,1,MYC,1
MYC,1,DNMT3A,1
Metab__Citric acid_c,1,Enzyme168800001__SLC25A1,0.17
Metab__Citric acid_c,1,Enzyme220800002__SLC25A1,0.18
Metab__Citric acid_c,1,Enzyme618000003__SLC25A1,0.12
Metab__Citric acid_m,1,Enzyme220500001__SLC25A1,0.08
Metab__Citric acid_m,1,Enzyme616500001__SLC25A1,0.15
Metab__Citric acid_m,1,Enzyme616700002__SLC25A1,0.16
Metab__Phosphoenolpyruvate_c,1,Enzyme619100001__SLC25A1,1
Metab__S-Adenosylhomocysteine_c,1,Enzyme6581__orphanReac3MHISc_reverse,1
Metab__Beta-D-Fructose 6-phosphate_c,1,Enzyme7328__TKT_reverse,1
NCOR2,1,BHLHE41,1
NEDD4L,-1,SMAD3,0.38
NEDD4L,1,SMAD7,0.38
NFKB1,1,JUN,1
NOLC1,-1,CSNK2A1,1
PARP1,-1,KDM5B,1
PARP1,1,HIF1A,1
PARP1,1,NFKB1,1
PARP1,1,TP53,1
PFKFB2,1,Enzyme8924__PFKFB2,0.37
PGD,1,Enzyme3844__PGD,1
PIAS1,1,SOX9,1
PIAS1,1,SUMO1,0.27
PKM,1,Enzyme2346__PKM_reverse,1
PPP1CA,-1,SP1,1
PPP1CA,-1,SP3,1
PPP1CA,-1,TP53,1
PPP1CA,1,HDAC1,1
PRKAA1,-1,NR2C2,1
PRKAA1,1,PIAS1,1
PRKAA1,1,SNAI1,1
PRKACA,-1,GLI2,1
PRKACA,-1,NEDD4L,0.38
PRKACA,-1,PRKAA1,1
PRKACA,1,ATF1,1
PRKACA,1,CD44,1
PRKACA,1,CREB1,1
PRKACA,1,FOS,1
PRKACA,1,FYN,1
PRKACA,1,ITGB1,1
PRKACA,1,LRP1,1
PRKACA,1,NFKB1,1
PRKACA,1,NOLC1,1
PRKACA,1,PFKFB2,0.37
PRKACA,1,RELA,1
PRKACA,1,SRC,1
PRKACA,1,SRF,1
PRKACA,1,TFAP2A,1
PRKCA,-1,ACO1,0.75
PRKCA,-1,EPHA2,1
PRKCA,-1,ERBB2,1
PRKCA,-1,EWSR1,1
PRKCA,1,ABL1,0.23
PRKCA,1,DAG1,1
PRKCA,1,FOS,1
PRKCA,1,ITGB1,1
PRKCA,1,ITGB5,1
PRKCA,1,LRP1,1
PRKCA,1,NFE2L2,1
PRKCA,1,PFKFB2,0.37
PRKCA,1,PTPN6,0.31
PRKCA,1,TP53,1
PSMA7,-1,XBP1,1
PTPN6,1,JAK1,0.31
PTPN6,1,STAT6,0.31
RBL2,1,E2F4,1
RELA,-1,MYC,1
RELA,-1,NCOR2,1
RELA,1,JUN,1
RPS6KB1,1,CREM,1
RUNX2,1,JUN,1
SMAD3,1,JUN,1
SMAD7,1,MAP3K7,1
SMAD7,1,PPP1CA,1
SPAG9,1,MAPK11,1
SPAG9,1,MAX,1
SRC,-1,CDH2,1
SRC,-1,DAPK1,1
SRC,1,ABL1,0.23
SRC,1,ABL2,0.77
SRC,1,CAV1,1
SRC,1,FOS,1
SRC,1,IGF1R,0.67
SRC,1,ITGB1,1
SRC,1,ITGB5,1
SRC,1,LRP1,1
SRC,1,PTPN6,0.31
SRC,1,STAT1,1
STAT1,-1,MYC,1
STAT2,1,STAT1,1
SUMO1,-1,PARP1,0.27
SUMO1,-1,SRF,0.27
TGFB1I1,-1,SMAD7,0.62
TRAF2,1,MAP3K7,1
YY1,1,MYC,1
