Node1,Node2,Sign,Weight
Enzyme4788__KMT5A,Metab__S-Adenosylhomocysteine_c,1,0.38
Enzyme4789__KMT5A,Metab__S-Adenosylhomocysteine_c,1,0.37
Enzyme4823__GPI,Metab__Beta-D-Fructose 6-phosphate_c,1,0.34
Enzyme616500001__SLC25A1,Metab__Citric acid_c,1,0.15
Enzyme616700002__SLC25A1,Metab__Citric acid_c,1,0.16
Enzyme618000003__SLC25A1,Metab__Citric acid_m,1,0.12
Enzyme619100001__SLC25A1,Metab__Phosphoenolpyruvate_m,1,1
Enzyme6581__orphanReac3MHISc_reverse,Metab__Histidine_c,1,1
Enzyme7283__GPI,Metab__Beta-D-Fructose 6-phosphate_c,1,0.29
Enzyme7328__TKT_reverse,Metab__D-Erythrose 4-phosphate_c,1,1
Enzyme8252__KMT5A,Metab__S-Adenosylhomocysteine_c,1,0.25
Enzyme8924__PFKFB2,Metab__Beta-D-Fructose 6-phosphate_c,1,0.37
Enzyme9711__ACO1_reverse,Metab__Citric acid_m,1,0.53
FOS,APP,1,1
FOS,HBEGF,1,1
FOS,JUN,1,1
FOS,VEGFA,1,1
FYN,ABL1,1,0.23
FYN,CAV1,1,1
FYN,ITGB1,1,1
FYN,MAPK14,1,1
FYN,PGD,1,1
FYN,PRKCA,1,1
FYN,TGFB1I1,1,0.62
GLI2,BMP1,-1,1
GPI,Enzyme4823__GPI,1,0.34
GPI,Enzyme7283__GPI,1,0.29
HDAC1,ADAM10,-1,1
HDAC1,EGR1,-1,1
HDAC1,FOS,-1,1
HDAC1,NFE2L2,-1,1
HDAC1,RELA,-1,1
HDAC1,SMAD3,-1,1
HDAC1,SMAD4,-1,1
HDAC1,SMAD7,1,1
HDAC1,SP1,-1,1
HDAC1,TP53,-1,1
HIF1A,APP,1,1
HIF1A,HBEGF,1,1
HIF1A,JUN,1,1
HIF1A,MYC,-1,1
HIF1A,NFE2L2,1,1
HIF1A,THBS1,1,1
HIF1A,TIMP2,1,1
HIF1A,VEGFA,1,1
HIF1A,VIM,1,1
HIPK2,MECP2,1,1
HOXC13,LAMB2,1,1
HR,FN1,1,1
HR,LAMB1,1,1
HR,TGFB1,1,1
HR,TIMP1,1,1
HR,TP53,1,1
HR,VEGFA,1,1
ID3,EGR1,-1,1
ID3,JUN,-1,1
ID3,THBS1,-1,1
ID3,VEGFA,-1,1
IGF1R,JAK1,1,0.67
IREB2,Enzyme3825__IREB2_reverse,1,0.25
ITGB1,PRKACA,1,1
ITGB5,SRC,1,1
JAK1,STAT1,1,1
JAK1,STAT2,1,1
JAK1,STAT6,1,1
JDP2,JUN,-1,1
JDP2,LGALS1,-1,1
JDP2,TP53,-1,1
JDP2,VIM,-1,1
JUN,APP,1,1
JUN,HBEGF,1,1
JUN,LAMB1,1,1
JUN,PPARD,1,1
JUN,THBS1,1,1
JUN,TIMP2,1,1
JUN,VEGFA,1,1
JUN,VIM,1,1
KMT5A,Enzyme4788__KMT5A,1,0.38
KMT5A,Enzyme4789__KMT5A,1,0.37
KMT5A,Enzyme8252__KMT5A,1,0.25
KMT5A,TP53,1,1
LEF1,APP,-1,1
LEF1,MYC,1,1
MAP3K7,HIPK2,1,1
MAP3K7,MAPK8,1,1
MAP3K7,PRKAA1,1,1
MAP3K7,SMAD3,-1,1
MAPK11,HBP1,1,1
MAPK11,NFE2L2,-1,1
MAPK14,CASP3,-1,0.71
MAPK14,ETS1,1,1
MAPK14,FOS,1,1
MAPK14,JUN,1,1
MAPK14,MEF2D,1,1
MAPK14,RELA,1,1
MAPK14,RUNX2,1,1
MAPK14,SMAD3,1,1
MAPK14,STAT1,1,1
MAPK14,TP53,1,1
MAPK14,USF1,1,1
MAPK8,JDP2,1,1
MAPK8,MYC,1,1
MAPK8,RPS6KB1,1,1
MAPK8,STAT6,-1,1
MAX,MYC,1,1
MYC,DNMT3A,1,1
MYC,EZH2,1,1
MYC,GSTP1,1,1
MYC,HIF1A,-1,1
MYC,THBS1,-1,1
Metab__Beta-D-Fructose 6-phosphate_c,Enzyme7328__TKT_reverse,1,1
Metab__Citric acid_c,Enzyme168800001__SLC25A1,1,0.17
Metab__Citric acid_c,Enzyme220800002__SLC25A1,1,0.18
Metab__Citric acid_c,Enzyme618000003__SLC25A1,1,0.12
Metab__Citric acid_m,Enzyme220500001__SLC25A1,1,0.08
Metab__Citric acid_m,Enzyme616500001__SLC25A1,1,0.15
Metab__Citric acid_m,Enzyme616700002__SLC25A1,1,0.16
Metab__Phosphoenolpyruvate_c,Enzyme619100001__SLC25A1,1,1
Metab__S-Adenosylhomocysteine_c,Enzyme6581__orphanReac3MHISc_reverse,1,1
NCOR2,APP,-1,1
NCOR2,BHLHE41,1,1
NCOR2,NFE2L2,-1,1
NCOR2,PPARD,-1,1
NCOR2,VEGFA,-1,1
NEDD4L,SMAD3,-1,0.38
NEDD4L,SMAD7,1,0.38
NFE2L2,HIF1A,1,1
NFE2L2,MYC,-1,1
NFE2L2,VEGFA,1,1
NFKB1,HBEGF,1,1
NFKB1,HIF1A,1,1
NFKB1,JUN,1,1
NFKB1,LGALS1,1,1
NFKB1,VEGFA,1,1
NFKB1,VIM,1,1
NOLC1,CSNK2A1,-1,1
PARP1,HIF1A,1,1
PARP1,KDM5B,-1,1
PARP1,NFKB1,1,1
PARP1,TP53,1,1
PBX1,VIM,1,1
PFKFB2,Enzyme8924__PFKFB2,1,0.37
PGD,Enzyme3844__PGD,1,1
PIAS1,SOX9,1,1
PIAS1,SUMO1,1,0.27
PKM,Enzyme2346__PKM_reverse,1,1
PPARD,CEBPB,1,1
PPARD,FN1,1,1
PPARD,HBEGF,1,1
PPARD,NAMPT,1,1
PPARD,TGFB1,1,1
PPARD,TIMP1,1,1
PPARD,VEGFA,1,1
PPP1CA,HDAC1,1,1
PPP1CA,SP1,-1,1
PPP1CA,SP3,-1,1
PPP1CA,TP53,-1,1
PRKAA1,NR2C2,-1,1
PRKAA1,PIAS1,1,1
PRKAA1,SNAI1,1,1
PRKACA,ATF1,1,1
PRKACA,CD44,1,1
PRKACA,CREB1,1,1
PRKACA,FOS,1,1
PRKACA,FYN,1,1
PRKACA,GLI2,-1,1
PRKACA,ITGB1,1,1
PRKACA,LRP1,1,1
PRKACA,NEDD4L,-1,0.38
PRKACA,NFKB1,1,1
PRKACA,NOLC1,1,1
PRKACA,PFKFB2,1,0.37
PRKACA,PRKAA1,-1,1
PRKACA,RELA,1,1
PRKACA,SRC,1,1
PRKACA,SRF,1,1
PRKACA,TFAP2A,1,1
PRKCA,ABL1,1,0.23
PRKCA,ACO1,-1,0.75
PRKCA,DAG1,1,1
PRKCA,EPHA2,-1,1
PRKCA,ERBB2,-1,1
PRKCA,EWSR1,-1,1
PRKCA,FOS,1,1
PRKCA,ITGB1,1,1
PRKCA,ITGB5,1,1
PRKCA,LRP1,1,1
PRKCA,NFE2L2,1,1
PRKCA,PFKFB2,1,0.37
PRKCA,PTPN6,1,0.31
PRKCA,TP53,1,1
PSMA7,XBP1,-1,1
PTPN6,JAK1,1,0.31
PTPN6,STAT6,1,0.31
RBL2,E2F4,1,1
RELA,HBEGF,1,1
RELA,HIF1A,1,1
RELA,JUN,1,1
RELA,MYC,-1,1
RELA,NCOR2,-1,1
RELA,STAT1,1,1
RELA,VEGFA,1,1
RPS6KB1,CREM,1,1
RUNX2,JUN,1,1
RUNX2,THBS1,1,1
RUNX2,VEGFA,1,1
SMAD3,APP,1,1
SMAD3,JUN,1,1
SMAD3,LAMC1,1,1
SMAD3,MYC,-1,1
SMAD3,VEGFA,1,1
SMAD3,VIM,1,1
SMAD4,APP,1,1
SMAD4,JUN,1,1
SMAD4,MYC,-1,1
SMAD4,THBS1,1,1
SMAD7,FN1,-1,1
SMAD7,MAP3K7,1,1
SMAD7,MYC,1,1
SMAD7,PPP1CA,1,1
SMAD7,SMAD3,-1,1
SMAD7,VEGFA,-1,1
SNAI1,RUNX2,-1,1
SNAI1,THBS1,-1,1
SNAI1,TP53,-1,1
SNAI1,VIM,-1,1
SOX9,VEGFA,-1,1
SP1,APP,1,1
SP1,GNAI2,1,1
SP1,HBEGF,1,1
SP1,HIF1A,1,1
SP1,JUN,1,1
SP1,LAMC1,1,1
SP1,LGALS1,1,1
SP1,SMAD3,1,1
SP1,THBS1,1,1
SP1,TIMP2,1,1
SP1,VEGFA,1,1
SP1,VIM,1,1
SP3,APP,1,1
SP3,HBEGF,1,1
SP3,TIMP2,1,1
SP3,VEGFA,1,1
SP3,VIM,1,1
SPAG9,MAPK11,1,1
SPAG9,MAX,1,1
SRC,ABL1,1,0.23
SRC,ABL2,1,0.77
SRC,CAV1,1,1
SRC,CDH2,-1,1
SRC,DAPK1,-1,1
SRC,FOS,1,1
SRC,IGF1R,1,0.67
SRC,ITGB1,1,1
SRC,ITGB5,1,1
SRC,LRP1,1,1
SRC,PTPN6,1,0.31
SRC,STAT1,1,1
STAT1,APP,1,1
STAT1,HMGB1,-1,1
STAT1,JUN,1,1
STAT1,MYC,-1,1
STAT1,SMAD3,1,1
STAT1,VIM,1,1
STAT2,STAT1,1,1
STAT6,VEGFA,1,1
SUMO1,PARP1,-1,0.27
SUMO1,SRF,-1,0.27
TFAP2A,APP,1,1
TFAP2A,HIF1A,1,1
TFAP2A,TIMP2,1,1
TFAP2A,VEGFA,1,1
TFE3,LAMC1,1,1
TFE3,SP1,1,1
TFE3,TGFB1,1,1
TFE3,VEGFA,1,1
TGFB1I1,SMAD7,-1,0.62
TP53,APP,1,1
TP53,EZH2,-1,1
TP53,HBEGF,1,1
TP53,JUN,1,1
TP53,LGALS1,1,1
TP53,MFGE8,1,1
TP53,MYC,-1,1
TP53,NFE2L2,1,1
TP53,SMAD3,1,1
TP53,STAT1,1,1
TP53,THBS1,1,1
TRAF2,MAP3K7,1,1
USF1,APP,1,1
USF1,THBS1,1,1
USF2,HIF1A,1,1
USF2,THBS1,1,1
XBP1,JUN,1,1
XBP1,VEGFA,1,1
YY1,HDAC1,1,1
YY1,MYC,1,1
YY1,PPARD,-1,1
YY1,THBS1,-1,1
ADAM10,CD44,1,1
ADAM10,NOTCH2,1,1
APP,NOTCH2,1,1
APP,LRP1,1,1
THBS1,ITGAV,1,1
THBS1,ITGA3,1,1
THBS1,ITGB1,1,1
THBS1,ITGA6,1,1
THBS1,LRP1,1,1
THBS1,SCARB1,1,1
FN1,ITGAV,1,1
FN1,ITGB1,1,1
FN1,ITGA5,1,1
FN1,ITGA3,1,1
FN1,CD44,1,1
FN1,ITGA6,1,1
FN1,PLAUR,1,1
LAMB1,ITGB1,1,1
LAMB1,ITGA6,1,1
LAMB1,ITGA3,1,1
LAMB1,ITGAV,1,1
LAMB1,CD44,1,1
LAMB1,DAG1,1,1
LAMC1,ITGB1,1,1
LAMC1,ITGA6,1,1
LAMC1,ITGA3,1,1
LAMC1,ITGAV,1,1
LAMC1,CD44,1,1
LAMC1,DAG1,1,1
LAMB2,ITGB1,1,1
LAMB2,ITGA6,1,1
LAMB2,ITGA3,1,1
LAMB2,ITGAV,1,1
LAMB2,CD44,1,1
LAMB2,DAG1,1,1
TGFB1,ITGAV,1,1
TGFB1,ACVR1,1,1
TGFB1,ITGB1,1,1
TGFB1,ITGB5,1,1
LGALS1,ITGB1,1,1
BMP1,BMPR2,1,1
VEGFA,ITGB1,1,1
VEGFA,ITGAV,1,1
S100A4,ERBB2,1,1
MFGE8,ITGAV,1,1
HBEGF,ERBB2,1,1
HBEGF,CD44,1,1
TIMP2,ITGB1,1,1
GNAI2,CAV1,1,1
TIMP2,ITGA3,1,1
GNAI2,IGF1R,1,1
VIM,CD44,1,1
TGFB1,SMAD3,1,1
TGFB1,CAV1,1,1
TIMP2,CD44,1,1
PKM,CD44,1,1
GSTP1,TRAF2,1,1
NAMPT,ITGA5,1,1
NAMPT,ITGB1,1,1
VEGFA,CD44,1,1
MFGE8,ITGB5,1,1
