Node1,Node2,Sign,Weight
CDK5,BCL3,1,1
CDK5,ETS1,1,1
CDK5,MAPK7,1,1
CDK5,PPP1CA,-1,1
CDK5,PTK2,1,1
CDK5,RPS6KA2,1,1
CDK5,SRC,1,1
CDK5,SRF,1,1
CDK5,STAT3,1,1
CDK5,TP53,1,1
CEBPB,E2F4,1,1
CEBPB,HSP90AA1,1,1
CEBPB,IL6,1,1
CEBPB,STAT3,1,1
CHEK2,EIF2AK2,1,1
CHEK2,RB1,1,1
CHEK2,TP53,1,1
CHUK,CREBBP,1,1
CHUK,MTOR,1,1
CHUK,MYC,1,1
CHUK,RELA,1,1
COPS5,HIF1A,1,1
COPS5,JUN,1,1
COPS5,MDM2,1,1
COPS5,MYC,1,1
COPS5,TYK2,1,1
CREB5,ATF2,1,1
CREB5,JUN,1,1
CREBBP,ELK1,1,1
CREBBP,IFNAR2,1,1
CREBBP,IRF9,1,1
CREBBP,JUN,1,1
CREBBP,NFE2L2,1,1
CREBBP,RELA,1,1
CREBBP,SMAD2,1,1
CREBBP,STAT2,1,1
CREBBP,STAT3,1,1
CREBBP,TP53,1,1
CREBBP,VDR,1,1
CSNK1A1,AXIN1,1,1
CSNK1A1,GLI2,-1,1
CSNK1A1,MDM2,1,1
CSNK1A1,TP53,1,1
CSNK2A2,HSF1,1,0.5
CSNK2A2,RELA,1,1
CSNK2A2,TP53,1,1
CSNK2B,RELA,1,1
CSNK2B,TBP,1,1
CSNK2B,TP53,1,1
CTCF,MYC,-1,1
CTDSPL,RB1,1,1
CTDSPL,SMAD3,1,1
DAB2,SMAD2,1,1
DAB2,SMAD3,1,1
DAB2,TGFBR1,1,1
DAB2,TGFBR2,1,1
DAPK1,DAPK3,1,1
DAPK1,PKM,1,1
DAPK1,TP53,1,1
DAPK3,MDM2,1,1
DAPK3,TP53,1,1
DDX17,MDM2,1,1
DDX21,JUN,1,1
DUSP22,MAPK8,1,1
DUSP6,MAPK3,1,1
DVL1,JUN,1,1
DVL1,RAC1,1,1
DVL1,RHOA,1,1
DVL1,ROCK1,1,1
DVL1,SMAD3,1,1
DYRK1B,MAPK8,1,1
DYRK1B,PRKACA,1,1
E2F4,CDK1,1,1
E2F4,JUN,1,1
EGFR,ANXA1,1,1
EGFR,CAV1,1,1
EGFR,GSTP1,1,1
EGFR,HRAS,1,1
EGFR,KITLG,1,1
EGFR,MAP2K1,1,1
EGFR,PCNA,1,1
EGFR,PLD2,1,0.33333333333333326
EGFR,PRKDC,1,1
EGFR,PTK2,1,1
EGFR,PTPN1,1,1
EGFR,STAT1,1,1
EGFR,STAT3,1,1
EGFR,TNK2,1,1
EGR1,ATF3,1,1
EGR1,BCAR1,1,1
EGR1,CD44,1,1
EGR1,EGFR,1,1
EGR1,EP300,1,1
EGR1,F3,1,1
EGR1,HIF1A,1,1
EGR1,PLAUR,1,1
EGR1,TGFB1,1,1
EGR1,TP53,1,1
EIF2AK2,CHEK2,1,1
EIF2AK2,CHUK,1,1
EIF2AK2,PLK1,1,1
EIF2AK2,PPP2R5A,1,1
EIF2AK2,STAT1,1,1
EIF2AK2,TP53,1,1
ELK1,FOSL1,1,1
ELK1,PRKCA,1,1
EP300,DDX17,1,1
EP300,HIF1A,1,1
EP300,IRF9,1,1
EP300,MEF2D,1,1
EP300,PARP1,1,1
EP300,PML,1,1
EP300,RB1,1,1
EP300,RELA,1,1
EP300,SMAD1,1,1
EP300,SMAD2,1,1
EP300,SMAD3,1,1
EP300,STAT3,1,1
EP300,TDG,1,1
EP300,TP53,1,1
EP300,VDR,1,1
EPAS1,SERPINE1,1,1
EPHB2,SRC,1,1
EPHB2,STAT1,1,1
ETS1,CHUK,1,1
ETS1,EGR1,1,1
ETS1,MET,1,1
ETS1,PARP1,1,1
ETS1,TFAP2A,1,1
ETS1,TGFBR2,1,1
ETV4,ETS1,1,1
ETV4,VIM,1,1
FBXW7,GATA2,-1,0.5
FER,PTPN1,1,1
FER,STAT3,1,1
FGFR1,BCAR1,1,1
FGFR1,CREBBP,1,1
FGFR1,STAT1,1,1
FOSL2,FOSL1,1,1
FYN,ABL1,1,1
FYN,BCAR1,1,1
FYN,CAV1,1,1
FYN,CDK5,1,1
FYN,EGFR,1,1
FYN,EPHB2,1,1
FYN,MAPK14,1,1
FYN,PLD2,1,0.33333333333333326
FYN,PRKCA,1,1
FYN,PTK2,1,1
FYN,PTPN11,1,1
FYN,RPS6KA3,1,1
GAPDH,APEX1,1,1
GATA2,APEX1,-1,1
Gene1766__orphanReacr1435,Metab__HMDB0000187_m,1,0.6666666666666665
Gene6254__PLD2,Metab__HMDB0000187_c,1,0.33333333333333326
Gene7548__SHMT1_reverse,Metab__HMDB0000187_c,1,0.6666666666666665
Gene808__SHMT1_reverse,Metab__HMDB0000187_m,1,0.33333333333333326
GLI2,EFEMP1,-1,1
GLI2,IFNGR1,-1,1
GSK3A,BCL3,-1,0.5
GSK3A,GATA6,-1,0.5
GSK3A,JUN,-1,0.5
GSK3A,MYC,-1,0.5
GSTP1,TRAF2,1,1
HDAC1,MYC,-1,1
HDAC1,NFE2L2,-1,1
HDAC1,RELA,-1,1
HDAC1,SMAD2,-1,1
HDAC1,SMAD3,-1,1
HDAC1,TP53,-1,1
HDAC3,HDAC1,1,1
HDAC3,MYC,-1,1
HDAC3,NFE2L2,-1,1
HDAC3,NFKB1,-1,1
HDAC3,RELA,-1,1
HIF1A,ETS1,1,1
HIF1A,GAPDH,1,1
HIF1A,MET,1,1
HIF1A,MIF,1,1
HIF1A,PKM,1,1
HIF1A,SERPINE1,1,1
HIF1A,TFRC,1,1
HIF1A,TIMP1,1,1
HIF1A,TP53,1,1
HIPK2,MDM2,1,1
HIPK2,NLK,1,1
HIPK2,PML,1,1
HIPK2,SMAD1,1,1
HIPK2,TP53,1,1
HMGB1,NFKB1,1,1
HMGB1,TP53,1,1
HRAS,JUN,1,1
HRAS,MAPK1,1,1
HRAS,MAPK8,1,1
HRAS,RAF1,1,1
HSF1,PRKDC,1,0.5
HSF1,SUMO1,-1,0.5
HSP90AA1,DAPK1,1,1
HSP90AA1,RAF1,1,1
HSP90AA1,RIPK1,1,1
HSP90AA1,TGFBR1,1,1
HSP90AA1,TGFBR2,1,1
IFNAR2,JAK1,1,1
IFNAR2,STAT1,1,1
IFNAR2,STAT2,1,1
IFNAR2,TYK2,1,1
IFNGR1,JAK1,1,1
IFNGR1,STAT1,1,1
IKBKG,CHUK,1,1
IKBKG,NFKB1,1,1
IKBKG,RELA,1,1
IL6,PTPN11,1,1
IL6,STAT1,1,1
IL6,STAT3,1,1
ING2,EP300,1,1
ING2,TP53,1,1
INSR,CALM2,-1,1
IRAK1,CHUK,1,1
IRAK1,IKBKG,1,1
IRAK1,MAP3K7,1,1
IRAK1,STAT3,1,1
IRAK1,TAB2,1,1
IRAK1,TRAF6,1,1
IRF9,IFNAR2,1,1
IRF9,PML,1,1
JAK1,PTK2B,1,1
JAK1,PTPN11,1,1
JAK1,STAT1,1,1
JAK1,STAT2,1,1
JAK1,STAT3,1,1
JAK1,TYK2,1,1
JUN,ATF3,1,1
JUN,EGFR,1,1
JUN,EGR1,1,1
JUN,ETS1,1,1
JUN,FOSL1,1,1
JUN,FOSL2,1,1
JUN,IL6,1,1
JUN,PLAUR,1,1
JUN,TGFB1,1,1
JUN,VDR,1,1
JUN,VIM,1,1
JUNB,EGFR,1,1
JUND,FOSL1,1,1
JUND,IL6,1,1
JUND,TGFB1,1,1
KAT2A,MYC,1,1
KAT2A,SMAD2,1,1
KAT2A,SMAD3,1,1
KDM4C,HIF1A,1,1
KDM6A,RB1,1,1
KITLG,EGFR,1,1
KITLG,STAT3,1,1
LYN,ABL1,1,1
LYN,BCAR1,1,1
LYN,MAPK3,1,1
LYN,PRKCA,1,1
LYN,PTK2,1,1
LYN,PTK2B,1,1
MAP2K1,ELK1,1,1
MAP2K1,MAPK1,1,1
MAP2K1,MAPK14,1,1
MAP2K1,MAPK3,1,1
MAP2K1,MAPK8,1,1
MAP2K1,MAPK9,1,1
MAP2K1,RPS6KA2,1,1
MAP2K1,RPS6KA4,1,1
MAP2K1,STAT3,1,1
MAP2K2,HSF1,1,0.5
MAP2K2,MAPK1,1,1
MAP2K2,MAPK3,1,1
MAP2K2,MAPK8,1,1
MAP2K2,RPS6KA2,1,1
MAP2K2,STAT3,1,1
MAP2K4,MAPK1,1,1
MAP2K4,MAPK11,1,1
MAP2K4,MAPK12,1,1
MAP2K4,MAPK14,1,1
MAP2K4,MAPK3,1,1
MAP2K4,MAPK8,1,1
MAP2K4,MAPK9,1,1
MAP3K11,CEBPB,1,1
MAP3K11,MAP2K4,1,1
MAP3K11,PIN1,1,1
MAP3K14,CHUK,1,1
MAP3K14,IKBKG,1,1
MAP3K14,MAPK1,1,1
MAP3K14,MAPK3,1,1
MAP3K14,RELA,1,1
MAP3K14,RPS6KA2,1,1
MAP3K14,STAT3,1,1
MAP3K7,CHUK,1,1
MAP3K7,HIPK2,1,1
MAP3K7,IKBKG,1,1
MAP3K7,MAP2K4,1,1
MAP3K7,MAP3K14,1,1
MAP3K7,MAPK14,1,1
MAP3K7,MAPK8,1,1
MAP3K7,NFKB1,1,1
MAP3K7,NLK,1,1
MAPK1,ATF2,1,1
MAPK1,ATF4,1,1
MAPK1,CDK2,1,1
MAPK1,CEBPB,1,1
MAPK1,CREB3,1,1
MAPK1,CREB5,1,1
MAPK1,CREBBP,1,1
MAPK1,DAPK1,1,1
MAPK1,EIF2AK2,1,1
MAPK1,ELK1,1,1
MAPK1,ELK4,1,1
MAPK1,EP300,1,1
MAPK1,ETS1,1,1
MAPK1,HIF1A,1,1
MAPK1,JUN,1,1
MAPK1,JUND,1,1
MAPK1,MAPK3,1,1
MAPK1,MAPKAPK2,1,1
MAPK1,MAPKAPK5,1,1
MAPK1,MED1,1,0.5
MAPK1,MYC,1,1
MAPK1,MYLK,1,1
MAPK1,PARP1,1,1
MAPK1,PML,1,1
MAPK1,PRKACA,1,1
MAPK1,RAF1,1,1
MAPK1,RELA,1,1
MAPK1,RPS6KA1,1,1
MAPK1,RPS6KA2,1,1
MAPK1,RPS6KA3,1,1
MAPK1,RPS6KA4,1,1
MAPK1,SMAD2,1,1
MAPK1,SMAD3,1,1
MAPK1,SP1,1,1
MAPK1,SP3,1,1
MAPK1,STAT1,1,1
MAPK1,STAT3,1,1
MAPK1,TCF3,-1,1
MAPK1,TP53,1,1
MAPK11,ATF2,1,1
MAPK11,ATF4,1,1
MAPK11,CREB3,1,1
MAPK11,CREB5,1,1
MAPK11,ELK1,1,1
MAPK11,ELK4,1,1
MAPK11,HIF1A,1,1
MAPK11,JUN,1,1
MAPK11,MAP2K2,1,1
MAPK11,MAPK14,1,1
MAPK11,MAPK3,1,1
MAPK11,MAPKAPK5,1,1
MAPK11,MAX,1,1
MAPK11,RPS6KA4,1,1
MAPK11,SMAD2,1,1
MAPK11,STAT1,1,1
MAPK11,TP53,1,1
MAPK11,USF1,1,1
MAPK12,ATF2,1,1
MAPK12,ATF4,1,1
MAPK12,CREB3,1,1
MAPK12,CREB5,1,1
MAPK12,ELK1,1,1
MAPK12,JUN,1,1
MAPK12,MAPKAPK2,1,1
MAPK12,MAPKAPK5,1,1
MAPK12,MAX,1,1
MAPK12,MEF2D,1,1
MAPK12,RPS6KA4,1,1
MAPK12,TP53,1,1
MAPK14,ATF2,1,1
MAPK14,ATF4,1,1
MAPK14,ATF6,1,1
MAPK14,CREB3,1,1
MAPK14,CREB5,1,1
MAPK14,CSNK2B,1,1
MAPK14,ELK1,1,1
MAPK14,ELK4,1,1
MAPK14,EPHB2,1,1
MAPK14,ETS1,1,1
MAPK14,JUN,1,1
MAPK14,JUNB,1,1
MAPK14,MAP2K2,1,1
MAPK14,MAPKAPK2,1,1
MAPK14,MAPKAPK5,1,1
MAPK14,MAX,1,1
MAPK14,MEF2D,1,1
MAPK14,MYC,1,1
MAPK14,RELA,1,1
MAPK14,RPS6KA4,1,1
MAPK14,SMAD3,1,1
MAPK14,STAT1,1,1
MAPK14,STAT3,1,1
MAPK14,TP53,1,1
MAPK14,USF1,1,1
MAPK3,ATF2,1,1
MAPK3,ATF4,1,1
MAPK3,BCL3,1,1
MAPK3,CEBPB,1,1
MAPK3,CREB3,1,1
MAPK3,CREB5,1,1
MAPK3,DAPK1,1,1
MAPK3,ELK1,1,1
MAPK3,ELK4,1,1
MAPK3,EP300,1,1
MAPK3,ETS1,1,1
MAPK3,HIF1A,1,1
MAPK3,JUN,1,1
MAPK3,JUND,1,1
MAPK3,MAPK8,1,1
MAPK3,MAPKAPK2,1,1
MAPK3,MED1,1,0.5
MAPK3,MYC,1,1
MAPK3,MYLK,1,1
MAPK3,PML,1,1
MAPK3,PTPN11,1,1
MAPK3,RAF1,1,1
MAPK3,RELA,1,1
MAPK3,RPS6KA1,1,1
MAPK3,RPS6KA2,1,1
MAPK3,RPS6KA3,1,1
MAPK3,RPS6KA4,1,1
MAPK3,SMAD1,1,1
MAPK3,SMAD2,1,1
MAPK3,SMAD3,1,1
MAPK3,SP1,1,1
MAPK3,SP3,1,1
MAPK3,STAT3,1,1
MAPK3,TCF3,-1,1
MAPK3,TP53,1,1
MAPK7,ETS1,1,1
MAPK7,MAPK8,1,1
MAPK7,MEF2D,1,1
MAPK7,RPS6KA1,1,1
MAPK7,RPS6KA2,1,1
MAPK8,APLP2,1,1
MAPK8,ATF2,1,1
MAPK8,ELK1,1,1
MAPK8,ELK4,1,1
MAPK8,FOSL1,1,1
MAPK8,JUN,1,1
MAPK8,JUNB,1,1
MAPK8,JUND,1,1
MAPK8,MAP3K11,1,1
MAPK8,MAPK14,1,1
MAPK8,MYC,1,1
MAPK8,NCL,1,1
MAPK8,SMAD3,1,1
MAPK8,SP1,1,1
MAPK8,SRC,1,1
MAPK8,SRF,1,1
MAPK8,STAT1,1,1
MAPK8,STAT3,1,1
MAPK8,TP53,1,1
MAPK9,ATF2,1,1
MAPK9,BCL3,1,1
MAPK9,EIF2AK2,1,1
MAPK9,ELK1,1,1
MAPK9,ETS1,1,1
MAPK9,JUN,1,1
MAPK9,JUND,1,1
MAPK9,MYC,1,1
MAPK9,STAT1,1,1
MAPK9,STAT3,1,1
MAPK9,TP53,1,1
MAPKAPK2,HSF1,1,0.5
MAPKAPK2,MDM2,1,1
MAPKAPK2,PIAS1,1,1
MAPKAPK2,PLK1,1,1
MAPKAPK2,SRF,1,1
MAPKAPK2,VIM,1,1
MAPKAPK5,MAPK8,1,1
MAPKAPK5,TP53,1,1
MAX,MDM2,1,1
MAX,MYC,1,1
MAX,TP53,1,1
MDM2,HIF1A,1,1
MDM2,PML,1,1
MDM2,RB1,1,1
MDM2,RELA,1,1
MED1,GATA6,1,0.5
MEF2D,ATF3,1,1
MEF2D,JUN,1,1
MET,PTK2,1,1
MET,STAT3,1,1
Metab__HMDB0000187_c,Gene1766__orphanReacr1435,1,0.6666666666666665
MTMR4,SMAD2,1,1
MTMR4,SMAD3,1,1
MTOR,AKT2,1,1
MTOR,AKT3,1,1
MTOR,HIF1A,1,1
MTOR,RPS6KA2,1,1
MTOR,STAT3,1,1
MYC,APEX1,1,1
MYC,CCNA2,1,1
MYC,CDK4,1,1
MYC,GAPDH,1,1
MYC,HSP90AA1,1,1
MYC,NCL,1,1
MYC,PCNA,1,1
MYC,SHMT1,1,0.6666666666666665
MYC,SMAD2,1,1
MYC,SMAD3,1,1
MYC,SP1,1,1
MYC,TFRC,1,1
NFKB1,B2M,1,1
NFKB1,BCL3,1,1
NFKB1,CDK4,1,1
NFKB1,CREBBP,1,1
NFKB1,EGFR,1,1
NFKB1,F3,1,1
NFKB1,GSTP1,1,1
NFKB1,IKBKG,1,1
NFKB1,IL6,1,1
NFKB1,JUN,1,1
NFKB1,JUNB,1,1
NFKB1,MYC,1,1
NFKB1,PLAUR,1,1
NFKB1,RELA,1,1
NFKB1,RIPK2,1,1
NFKB1,SERPINE1,1,1
NFKB1,TP53,1,1
NFKB1,TRAF2,1,1
NFKB1,VIM,1,1
NLK,PRKACA,1,1
NLK,STAT3,1,1
NLK,TCF3,-1,1
NMI,MYC,-1,1
NR2C2,CHUK,1,1
NSD1,RELA,1,1
NUAK1,PRKACA,1,1
NUAK1,TP53,1,1
NUP153,SMAD2,1,1
NUP153,SMAD3,1,1
NUP214,MDM2,1,1
NUP214,SMAD2,1,1
NUP214,SMAD3,1,1
PARP1,HIF1A,1,1
PARP1,NFKB1,1,1
PARP1,TP53,1,1
PCNA,CDK2,1,1
PDIA3,STAT3,1,1
PDPK1,AKT2,1,1
PDPK1,AKT3,1,1
PDPK1,MAP2K1,1,1
PDPK1,MAP2K2,1,1
PDPK1,MDM2,1,1
PDPK1,PKN1,1,1
PDPK1,PLK1,1,1
PDPK1,PRKACA,1,1
PDPK1,PRKCA,1,1
PDPK1,RPS6KA1,1,1
PDPK1,RPS6KA2,1,1
PDPK1,RPS6KA3,1,1
PELP1,STAT3,1,1
PIAS1,MDM2,1,1
PIAS1,STAT1,1,1
PIAS1,TP53,1,1
PIAS3,SMAD2,1,1
PIAS3,SMAD3,1,1
PIAS3,STAT3,1,1
PIM1,EIF2AK2,1,1
PIM1,MDM2,1,1
PIM1,MYC,1,1
PIM1,RELA,1,1
PIN1,JUN,1,1
PIN1,MYC,1,1
PIN1,TP53,1,1
PKM,STAT3,1,1
PKN1,MAPK14,1,1
PKN1,RAF1,1,1
PKN1,VIM,1,1
PLD2,Gene6254__PLD2,1,0.33333333333333326
PLD2,MAPK1,1,0.33333333333333326
PLD2,MAPK3,1,0.33333333333333326
PLK1,CHEK2,1,1
PLK1,MDM2,1,1
PLK1,MYC,1,1
PLK1,PIN1,1,1
PLK1,RAD21,1,0.5
PLK1,RPS6KA2,1,1
PLK1,TOPORS,-1,0.5
PLK1,VIM,1,1
PLK3,ATF2,1,1
PLK3,CHEK2,1,1
PLK3,JUN,1,1
PLK3,TP53,1,1
PLK3,VRK1,1,1
PML,CSNK1A1,1,1
PML,JUN,1,1
PML,SMAD2,1,1
PML,SMAD3,1,1
PML,ZFYVE9,1,1
PPM1A,SMAD1,1,1
PPM1A,SMAD2,1,1
PPM1A,SMAD3,1,1
PPP1CA,AURKA,-1,1
PPP1CA,AXIN1,-1,1
PPP1CA,HDAC1,1,1
PPP1CA,MAPK1,-1,1
PPP1CA,MAPK3,-1,1
PPP1CA,SP1,-1,1
PPP1CA,SP3,-1,1
PPP1CA,STAT3,-1,1
PPP1CA,TP53,-1,1
PPP2CA,AKT1,-1,1
PPP2CA,AXIN1,1,1
PPP2CA,CHEK2,1,1
PPP2CA,EGFR,1,1
PPP2CA,MDM2,1,1
PPP2CA,MYC,1,1
PPP2CA,RAF1,1,1
PPP2CA,RB1,1,1
PPP2CA,SMAD2,1,1
PPP2CA,SMAD3,1,1
PPP2CA,SP1,1,1
PPP2CA,TP53,1,1
PPP2R5A,MYC,1,1
PPP2R5A,TGFBR1,1,1
PPP2R5D,AXIN1,-1,1
PPP2R5D,GSK3A,1,0.5
PPP2R5D,MYC,-1,1
PPP4C,HDAC3,-1,1
PPP4C,RELA,1,1
PRKACA,ATF2,1,1
PRKACA,AURKA,1,1
PRKACA,CD44,1,1
PRKACA,CREBBP,1,1
PRKACA,FYN,1,1
PRKACA,GLI2,-1,1
PRKACA,GSK3A,-1,0.5
PRKACA,HSF1,1,0.5
PRKACA,MAPK1,1,1
PRKACA,MTOR,1,1
PRKACA,NFKB1,1,1
PRKACA,PIM1,1,1
PRKACA,PTPN12,1,0.5
PRKACA,RAF1,1,1
PRKACA,RELA,1,1
PRKACA,RHOA,1,1
PRKACA,SRC,1,1
PRKACA,SRF,1,1
PRKACA,STK11,1,1
PRKACA,TFAP2A,1,1
PRKCA,ABL1,1,1
PRKCA,ANXA1,1,1
PRKCA,ATF2,1,1
PRKCA,ELK1,1,1
PRKCA,F3,1,1
PRKCA,GSK3A,-1,0.5
PRKCA,HRAS,1,1
PRKCA,MAPK1,1,1
PRKCA,MAPK3,1,1
PRKCA,MTOR,1,1
PRKCA,NFE2L2,1,1
PRKCA,PLD2,1,0.33333333333333326
PRKCA,PTK2,1,1
PRKCA,PTK2B,1,1
PRKCA,PTPN11,1,1
PRKCA,PTPN12,1,0.5
PRKCA,RAC1,1,1
PRKCA,RAF1,1,1
PRKCA,RELA,1,1
PRKCA,RHOA,1,1
PRKCA,SRF,1,1
PRKCA,STAT3,1,1
PRKCA,TP53,1,1
PRKCA,VIM,1,1
PRKDC,ABL1,1,1
PRKDC,CHEK2,1,1
PRKDC,MAPK8,1,1
PRKDC,MDM2,1,1
PRKDC,SRF,1,1
PRKDC,TP53,1,1
PRKDC,USF1,1,1
PTK2,BCAR1,1,1
PTK2,RAC1,1,1
PTK2,STAT1,1,1
PTK2B,EGFR,1,1
PTK2B,GAPDH,1,1
PTK2B,PTK2,1,1
PTK2B,RAC1,1,1
PTK2B,STAT3,1,1
PTPN1,SRC,1,1
PTPN1,STAT3,1,1
PTPN1,TYK2,1,1
PTPN11,HRAS,1,1
PTPN11,SRC,1,1
PTPN11,STAT1,1,1
PTPN11,STAT3,1,1
PTPN12,INSR,-1,0.5
PXK,PRKACA,1,1
RAC1,MAP2K1,1,1
RAC1,MAP2K2,1,1
RAC1,MAP2K4,1,1
RAC1,MAP3K11,1,1
RAC1,MAPK1,1,1
RAC1,MAPK8,1,1
RAC1,MAPK9,1,1
RAC1,ROCK1,1,1
RAC1,STAT3,1,1
RAD21,GATA2,-1,0.5
RAD21,RUNX1,-1,0.5
RAF1,EIF2AK2,1,1
RAF1,MAP2K1,1,1
RAF1,MAP2K2,1,1
RAF1,RB1,1,1
RAF1,RELA,1,1
RALA,MAPK8,1,1
RALA,MAPK9,1,1
RALA,PLD2,1,0.33333333333333326
RALA,SRC,1,1
RANBP3,SMAD2,1,1
RANBP3,SMAD3,1,1
RB1,ATF2,1,1
RB1,HIF1A,1,1
RB1,JUN,1,1
RB1,SP1,1,1
RB1,SP3,1,1
RB1,TFDP1,1,1
RB1,YY1,-1,1
RELA,BCL3,1,1
RELA,CDK4,1,1
RELA,EGFR,1,1
RELA,EGR1,1,1
RELA,EPAS1,1,1
RELA,F3,1,1
RELA,GSTP1,1,1
RELA,IL6,1,1
RELA,JUN,1,1
RELA,MET,1,1
RELA,MYC,1,1
RELA,NFKB1,1,1
RELA,PLAUR,1,1
RELA,RIPK2,1,1
RELA,SERPINE1,1,1
RELA,SOCS3,1,0.5
RELA,SP1,1,1
RELA,TRAF2,1,1
RHOA,AKT1,-1,1
RHOA,FYN,1,1
RHOA,MAPK1,1,1
RHOA,MAPK3,1,1
RHOA,MAPK8,1,1
RHOA,PKN1,1,1
RHOA,PTK2,1,1
RHOA,ROCK1,1,1
RIPK1,CHUK,1,1
RIPK1,IKBKG,1,1
RIPK1,MAP2K4,1,1
RIPK1,MAP3K14,1,1
RIPK1,NFKB1,1,1
RIPK1,TRAF6,1,1
RIPK2,BCL10,1,1
RIPK2,CHUK,1,1
RIPK2,IKBKG,1,1
RIPK2,MAP3K7,1,1
RIPK2,MAPK14,1,1
RIPK2,MAPK8,1,1
RIPK2,TAB2,1,1
RNF111,SMAD2,1,1
