source,target,sign,Weight
GSK3B,EIF2B5,-1,TRUE
GSK3B,HNRNPD,-1,TRUE
GSK3B,KLC2,-1,TRUE
GSK3B,LRP5,1,TRUE
GSK3B,LRP6,1,TRUE
GSK3B,PHLPP1,-1,TRUE
GSK3B,PRKCE,1,TRUE
Enzyme5388__orphanReacACMPitr,Metab__Acetaminophen_r,1,TRUE
Enzyme5388__orphanReacACMPitr_reverse,Metab__Acetaminophen_c,1,TRUE
Enzyme8661__orphanReacACMPdt,Metab__Acetaminophen_c,1,TRUE
Enzyme8661__orphanReacACMPdt_reverse,Metab__Acetaminophen_e,1,TRUE
Enzyme8662__ABCC3,Metab__Acetaminophen_c,1,TRUE
HIF1A,VEGFA,1,TRUE
HRAS,PIK3CA,1,TRUE
HRAS,PIK3R1,1,TRUE
HRAS,PIK3R2,1,TRUE
HSPA5,CASP7,-1,TRUE
HSPA5,PRNP,1,TRUE
ITGB3,CSK,1,TRUE
ITGB3,PTK2,1,TRUE
LMTK2,PPP1CA,1,TRUE
LRP1,FZD1,1,TRUE
LRP5,DVL1,1,TRUE
LRP6,DVL1,1,TRUE
MAP2K1,CASP9,-1,TRUE
MAP2K1,MAPK1,1,TRUE
MAP2K1,MAPK3,1,TRUE
MAP2K3,MAPK11,1,TRUE
MAP2K3,MAPK3,1,TRUE
MAPK1,ATP1A1,-1,TRUE
MAPK1,CAPN1,1,TRUE
MAPK1,CAPN2,1,TRUE
MAPK1,CASP9,-1,TRUE
MAPK1,CDKN1A,-1,TRUE
MAPK1,CTTN,1,TRUE
MAPK1,E2F1,1,TRUE
MAPK1,GSK3B,-1,TRUE
MAPK1,MAP2K3,1,TRUE
MAPK1,MAPK3,1,TRUE
MAPK1,MARCKS,1,TRUE
MAPK1,PRKACA,1,TRUE
MAPK1,ROCK1,-1,TRUE
MAPK1,RPS6KA1,1,TRUE
MAPK1,RPS6KA3,1,TRUE
MAPK1,STMN1,-1,TRUE
MAPK1,TWIST1,1,TRUE
MAPK11,TWIST1,1,TRUE
MAPK3,CAPN2,1,TRUE
MAPK3,CASP9,-1,TRUE
MAPK3,CTTN,1,TRUE
MAPK3,E2F1,1,TRUE
MAPK3,GSK3B,-1,TRUE
MAPK3,PAK1,-1,TRUE
MAPK3,RPS6KA1,1,TRUE
MAPK3,RPS6KA3,1,TRUE
MAPK3,STMN1,-1,TRUE
MAPK3,TWIST1,1,TRUE
MAPK7,PML,-1,TRUE
MAPK7,RPS6KA1,1,TRUE
MARCKS,ACTB,1,TRUE
MCL1,BECN1,-1,TRUE
MLH1,PMS2,1,TRUE
Metab__Acetaminophen_c,CASP7,-1,TRUE
Metab__Acetaminophen_c,CASP9,1,TRUE
Metab__Acetaminophen_c,Enzyme5388__orphanReacACMPitr,1,TRUE
Metab__Acetaminophen_c,Enzyme8661__orphanReacACMPdt_reverse,1,TRUE
Metab__Acetaminophen_c,MAPK1,-1,TRUE
Metab__Acetaminophen_c,MAPK3,-1,TRUE
Metab__Acetaminophen_e,Enzyme8661__orphanReacACMPdt,1,TRUE
Metab__Acetaminophen_e,Enzyme8662__ABCC3,1,TRUE
Metab__Acetaminophen_r,Enzyme5388__orphanReacACMPitr_reverse,1,TRUE
NFAT5,AKR1B1,1,TRUE
NFAT5,SLC5A3,1,TRUE
NRAS,PIK3CA,1,TRUE
PAK1,ABL1,1,TRUE
PAK1,DYNLL1,-1,TRUE
PAK1,PLK1,1,TRUE
PAK1,PXN,1,TRUE
PAK2,CTTN,1,TRUE
PARP1,AURKB,-1,TRUE
PARP1,HIF1A,1,TRUE
PDPK1,PAK1,1,TRUE
PDPK1,PKN1,1,TRUE
PDPK1,PLK1,1,TRUE
PDPK1,PRKCA,1,TRUE
PDPK1,PRKCE,1,TRUE
PDPK1,PRKCZ,1,TRUE
PDPK1,SMAD7,1,TRUE
PEA15,MAPK1,1,TRUE
PEA15,MAPK3,1,TRUE
PHLPP1,PRKCA,-1,TRUE
PIK3CA,CRK,1,TRUE
PIK3CA,PDPK1,1,TRUE
PIK3CA,PRKCZ,1,TRUE
PIK3CA,PTK2,1,TRUE
PIK3R1,CRK,1,TRUE
PIK3R1,PDPK1,1,TRUE
PIK3R1,PLCG2,1,TRUE
PIK3R1,PRKCZ,1,TRUE
PIK3R1,PXN,1,TRUE
PIK3R2,PTK2,1,TRUE
PIN1,CDK1,-1,TRUE
PIN1,FBXO5,1,TRUE
PKN1,MARCKS,-1,TRUE
PLCG2,CDKN1A,1,TRUE
PLK1,ECT2,1,TRUE
PLK1,PIN1,1,TRUE
PLK1,SNCA,-1,TRUE
PLK1,TP73,-1,TRUE
PMS2,TP73,1,TRUE
PPP1CA,CASP9,1,TRUE
PPP1CA,MAPK1,-1,TRUE
PPP1CA,MAPK3,-1,TRUE
PPP1CA,RB1,1,TRUE
PRKACA,BRAF,1,TRUE
PRKACA,CAPN1,1,TRUE
PRKACA,CASP9,-1,TRUE
PRKACA,GNA13,-1,TRUE
PRKACA,GSK3B,-1,TRUE
PRKACA,HNRNPD,1,TRUE
PRKACA,MAPK1,1,TRUE
PRKACA,PIN1,-1,TRUE
PRKACA,RAP1B,1,TRUE
PRKACA,SRC,1,TRUE
PRKACA,STK11,1,TRUE
PRKACA,STK24,1,TRUE
PRKACA,STMN1,-1,TRUE
PRKCA,ABL1,1,TRUE
PRKCA,CDKN1A,1,TRUE
PRKCA,DAG1,1,TRUE
PRKCA,HRAS,1,TRUE
PRKCA,ITGB3,1,TRUE
PRKCA,LRP1,1,TRUE
PRKCA,MARCKS,-1,TRUE
PRKCA,PEA15,-1,TRUE
PRKCA,PTK2,1,TRUE
PRKCA,RHOA,1,TRUE
PRKCA,TLN1,1,TRUE
PRKCE,MAPK1,-1,TRUE
PRKCE,MAPK3,-1,TRUE
PRKCE,SRC,-1,TRUE
PRKCZ,ATP1A1,1,TRUE
PRKCZ,HRAS,1,TRUE
PRKCZ,MAPK7,-1,TRUE
PRKCZ,SP1,1,TRUE
PRKCZ,SRC,-1,TRUE
PRKCZ,STAT6,1,TRUE
PRKCZ,YWHAB,-1,TRUE
PRNP,CSNK2A1,1,TRUE
PSMC3,SNCA,-1,TRUE
PTK2,CAPN1,-1,TRUE
PTK2,PIK3CA,1,TRUE
PTK2,PIK3R1,1,TRUE
PTK2,PIK3R2,1,TRUE
PTK2,PXN,1,TRUE
PTK2,TLN1,1,TRUE
PXN,CAPN1,-1,TRUE
PXN,PIK3R1,1,TRUE
RAP1B,BRAF,1,TRUE
RAPGEF1,NRAS,1,TRUE
RAPGEF1,RHOQ,1,TRUE
RB1,CASP7,-1,TRUE
RB1,E2F1,-1,TRUE
RB1,HIF1A,1,TRUE
RB1,SP1,1,TRUE
RHOA,CDKN1B,-1,TRUE
RHOA,KTN1,1,TRUE
RHOA,PAK1,1,TRUE
RHOA,PKN1,1,TRUE
RHOA,ROCK1,1,TRUE
RHOQ,PAK1,1,TRUE
ROCK1,MAPK8IP3,1,TRUE
ROCK1,PTK2,1,TRUE
SEC63,HSPA5,1,TRUE
SH3GLB1,BECN1,1,TRUE
SLK,RHOA,-1,TRUE
SMAD7,PPP1CA,1,TRUE
SNCA,MAPK1,1,TRUE
SNCA,MAPK3,1,TRUE
SNCA,PRKCE,-1,TRUE
SNCA,PSMC3,-1,TRUE
SP1,ABCC3,1,TRUE
SP1,CDKN1A,1,TRUE
SP1,GDF15,1,TRUE
SP1,PRNP,1,TRUE
SP1,VEGFA,1,TRUE
SRC,ANXA2,1,TRUE
SRC,ARAF,1,TRUE
SRC,CHUK,1,TRUE
SRC,DAG1,-1,TRUE
SRC,PAK2,1,TRUE
SRC,RHOA,-1,TRUE
SRC,RPS6KA3,1,TRUE
SRC,SH3GLB1,1,TRUE
SRC,SNCA,1,TRUE
STAT6,RHOA,1,TRUE
STK11,PAK1,-1,TRUE
STX1A,CDK5,1,TRUE
SYK,GAB2,1,TRUE
SYK,ITGB3,1,TRUE
SYK,PIK3CA,1,TRUE
SYK,PIK3R1,1,TRUE
SYK,PIK3R2,1,TRUE
SYK,PLCG2,1,TRUE
SYK,PRKCA,1,TRUE
SYK,PTK2,1,TRUE
SYK,PXN,1,TRUE
SYK,SNCA,-1,TRUE
TLN1,CAPN1,-1,TRUE
TLN1,ITGB3,1,TRUE
TNS1,PIK3CA,1,TRUE
TP73,CASP6,1,TRUE
TWIST1,TIMP1,-1,TRUE
USP10,BECN1,1,TRUE
USP13,BECN1,1,TRUE
YWHAB,YWHAQ,1,TRUE
YWHAQ,BAX,-1,TRUE
YWHAQ,E2F1,1,TRUE
