source,target,sign,Weight
EGR1,DUSP4,1,1
EGR1,TP53,1,1
EIF2AK2,STAT1,1,1
EIF2AK2,TP53,1,1
EIF2B5,EIF2S2,1,1
EIF2S2,EGLN1,1,1
EIF4E,SMAD3,1,1
EIF4E,SMAD4,1,1
ELAVL1,DUSP1,1,1
ELAVL1,EIF4E,1,1
ELAVL1,FOS,1,1
ELAVL1,MYC,-1,1
ELAVL1,TP53,1,1
FGFR2,PTEN,1,1
FN1,ITGB1,1,1
FN1,ITGB5,1,1
FN1,ITGB8,1,1
FN1,RAC1,1,1
FN1,SDC4,1,1
FOS,ETS1,1,1
FOS,JUN,1,1
GRB10,ABL1,1,1
GRB10,AKT1,1,1
GSK3B,CDC25A,-1,1
GSK3B,CEBPB,1,1
GSK3B,EIF2B5,-1,1
GSK3B,MAP3K1,1,1
GSK3B,MYC,-1,1
GSK3B,NFKB1,1,1
GSK3B,PPP1R2,1,1
GSK3B,PTEN,-1,1
GSK3B,RELA,1,1
GSK3B,SMAD3,1,1
GSK3B,TP53,1,1
Enzyme1597__RRM2B_RRM1_RRM2,trdox,1,1
Enzyme2249__RRM2B_reverse,Metab__Uridine 5'-triphosphate_n,1,1
Enzyme3765__RRM2B,trdox,1,1
Enzyme3766__RRM2B,Metab__dCDP_c,1,1
Enzyme3766__RRM2B,trdox,1,1
Enzyme3767__RRM2B,trdox,1,1
Enzyme3813__MDH1,Metab__2-Oxobutanedioic acid_c,1,1
Enzyme3825__ACO1,Metab__Isocitric acid_c,1,1
Enzyme3825__ACO1_reverse,Metab__Citric acid_c,1,1
Enzyme5749__CS,Metab__Citric acid_m,1,1
Enzyme7155__orphanReacMALOAAtm_TRANSPORTER1,Metab__2-Oxobutanedioic acid_m,1,1
Enzyme7155__orphanReacMALOAAtm_TRANSPORTER4_reverse,Metab__2-Oxobutanedioic acid_c,1,1
Enzyme7324__RRM2B,trdox,1,1
Enzyme9216__MDH1,Metab__2-Oxobutanedioic acid_m,1,1
Enzyme9711__ACO1,Metab__cis-Aconitic acid_m,1,1
Enzyme9711__ACO1_reverse,Metab__Citric acid_m,1,1
Enzyme9732__ACO1,Metab__cis-Aconitic acid_m,1,1
Enzyme9741__RRM2B_RRM1_RRM2,Metab__dCTP_c,1,1
Enzyme9741__RRM2B_RRM1_RRM2,trdox,1,1
Enzyme9742__RRM2B_RRM1_RRM2,trdox,1,1
Enzyme9742__RRM2B_RRM1_RRM2_reverse,Metab__Uridine 5'-triphosphate_c,1,1
Enzyme9742__RRM2B_RRM1_RRM2_reverse,trdrd,1,1
Enzyme97__ACO1,Metab__Isocitric acid_m,1,1
Enzyme97__ACO1_reverse,Metab__Citric acid_m,1,1
HIF1A,BNIP3,1,1
HIF1A,TP53,1,1
HRAS,ARAF,1,1
HRAS,JUN,1,1
HRAS,MAP3K1,1,1
HRAS,PIK3CB,1,1
HRAS,PIK3CD,1,1
HSP90AA1,BCL2,1,1
HSP90AA1,HIF1A,-1,1
HSP90AA1,TP53,-1,1
HSP90AB1,AKT1,-1,1
HSP90AB1,HIF1A,-1,1
HTRA2,PEA15,-1,1
IFNAR1,IFNGR1,1,1
IFNAR1,JAK1,1,1
IFNGR1,JAK1,1,1
IFNGR1,STAT1,1,1
IL15RA,JAK1,1,1
IL15RA,TYK2,1,1
IQGAP1,MAPK1,1,1
ITGB1,PRKACA,1,1
ITGB1,PTK2,1,1
ITGB4,PIK3CB,1,1
ITGB4,PIK3CD,1,1
ITGB4,PTK2,1,1
ITGB4,SRC,1,1
ITGB5,PTK2,1,1
ITGB5,SRC,1,1
ITGB8,PTK2,1,1
ITGB8,SRC,1,1
JAK1,PTPN11,1,1
JAK1,SHC1,1,1
JAK1,STAM2,1,1
JAK1,STAT1,1,1
JAK1,STAT2,1,1
JAK1,TYK2,1,1
JUN,CREB1,1,1
JUN,EGR1,1,1
JUN,ETS1,1,1
JUN,SMAD4,1,1
KRAS,ARAF,1,1
KRAS,MAP3K1,1,1
KRAS,PIK3CB,1,1
KRAS,PIK3CD,1,1
LAT,VAV1,1,1
MAP2K1,GSK3B,1,1
MAP2K1,MAPK1,1,1
MAP2K1,MAPK14,1,1
MAP2K1,MAPK3,1,1
MAP2K1,RPS6KA4,1,1
MAP2K2,MAPK1,1,1
MAP2K2,MAPK3,1,1
MAP2K3,MAPK14,1,1
MAP2K3,MAPK3,1,1
MAP2K4,MAPK14,1,1
MAP2K4,MAPK9,1,1
MAP2K4,PRKCD,1,1
MAP2K7,MAP2K4,1,1
MAP2K7,MAPK14,1,1
MAP2K7,MAPK9,1,1
MAP3K1,MAP2K1,1,1
MAP3K1,MAP2K2,1,1
MAP3K1,MAP2K3,1,1
MAP3K1,MAP2K4,1,1
MAP3K1,MAP2K7,1,1
MAP3K1,MAPK1,1,1
MAP3K1,MAPK3,1,1
MAP3K4,MAP2K3,1,1
MAP3K4,MAP2K4,1,1
MAPK1,CAPN2,1,1
MAPK1,CEBPB,1,1
MAPK1,CREB1,1,1
MAPK1,EIF2AK2,1,1
MAPK1,ETS1,1,1
MAPK1,FOS,1,1
MAPK1,GRB10,1,1
MAPK1,HIF1A,1,1
MAPK1,JUN,1,1
MAPK1,MAP2K3,1,1
MAPK1,MAPK3,1,1
MAPK1,PRKACA,1,1
MAPK1,RELA,1,1
MAPK1,RPS6KA1,1,1
MAPK1,RPS6KA3,1,1
MAPK1,RPS6KA4,1,1
MAPK1,RPS6KA5,1,1
MAPK1,SMAD3,1,1
MAPK1,SMAD4,1,1
MAPK1,SP1,1,1
MAPK1,SP3,1,1
MAPK1,STAT1,1,1
MAPK1,TAGLN2,1,1
MAPK1,TP53,1,1
MAPK14,BCL2,-1,1
MAPK14,CDC25A,-1,1
MAPK14,CDKN1C,1,1
MAPK14,ELAVL1,1,1
MAPK14,ETS1,1,1
MAPK14,FOS,1,1
MAPK14,JUN,1,1
MAPK14,RELA,1,1
MAPK14,RPS6KA4,1,1
MAPK14,RPS6KA5,1,1
MAPK14,RUNX2,1,1
MAPK14,SMAD3,1,1
MAPK14,STAT1,1,1
MAPK14,TP53,1,1
MAPK14,USF1,1,1
MAPK3,CAPN2,1,1
MAPK3,CEBPB,1,1
MAPK3,CREB1,1,1
MAPK3,ETS1,1,1
MAPK3,FGFR2,-1,1
MAPK3,FOS,1,1
MAPK3,GRB10,1,1
MAPK3,HIF1A,1,1
MAPK3,JUN,1,1
MAPK3,PTPN11,1,1
MAPK3,RPS6KA1,1,1
MAPK3,RPS6KA3,1,1
MAPK3,RPS6KA4,1,1
MAPK3,RPS6KA5,1,1
MAPK3,RUNX2,1,1
MAPK3,SHC1,1,1
MAPK3,SMAD3,1,1
MAPK3,SMAD4,1,1
MAPK3,SP1,1,1
MAPK3,SP3,1,1
MAPK3,TP53,1,1
MAPK9,BCL2L11,1,1
MAPK9,FOS,1,1
MAPK9,JUN,1,1
MAPK9,SHC1,1,1
MAPK9,STAT1,1,1
MAPK9,TP53,1,1
MARCKS,ACTB,1,1
MDH1,Enzyme3813__MDH1,1,1
MDH1,Enzyme9216__MDH1,1,1
MYC,BRD4,-1,1
MYC,CDC25A,1,1
MYC,CDKN1B,-1,1
MYC,CUL1,1,1
MYC,HSP90AA1,1,1
MYC,PMAIP1,-1,1
Metab__cis-Aconitic acid_m,Enzyme9711__ACO1_reverse,1,1
Metab__Citric acid_c,Enzyme3825__ACO1,1,1
Metab__Citric acid_m,Enzyme9711__ACO1,1,1
Metab__Citric acid_m,Enzyme97__ACO1,1,1
Metab__Isocitric acid_c,Enzyme3825__ACO1_reverse,1,1
Metab__Isocitric acid_m,Enzyme9732__ACO1,1,1
Metab__Isocitric acid_m,Enzyme97__ACO1_reverse,1,1
Metab__2-Oxobutanedioic acid_c,Enzyme7155__orphanReacMALOAAtm_TRANSPORTER1,1,1
Metab__2-Oxobutanedioic acid_m,Enzyme5749__CS,1,1
Metab__2-Oxobutanedioic acid_m,Enzyme7155__orphanReacMALOAAtm_TRANSPORTER4_reverse,1,1
Metab__Uridine 5'-triphosphate_c,Enzyme9742__RRM2B_RRM1_RRM2,1,1
Metab__Uridine 5'-triphosphate_c,MAPK1,1,1
Metab__Uridine 5'-triphosphate_c,MAPK3,1,1
trdox,Enzyme9742__RRM2B_RRM1_RRM2_reverse,1,1
trdrd,Enzyme1597__RRM2B_RRM1_RRM2,1,1
trdrd,Enzyme3765__RRM2B,1,1
trdrd,Enzyme3766__RRM2B,1,1
trdrd,Enzyme3767__RRM2B,1,1
trdrd,Enzyme7324__RRM2B,1,1
trdrd,Enzyme9741__RRM2B_RRM1_RRM2,1,1
trdrd,Enzyme9742__RRM2B_RRM1_RRM2,1,1
NFKB1,FOS,1,1
NFKB1,JUN,1,1
NFKB1,RELA,1,1
NRAS,ARAF,1,1
NRAS,PIK3CB,1,1
PAK2,ABL1,1,1
PAK2,JUN,1,1
PAK2,MYC,-1,1
PEA15,MAPK1,1,1
PEA15,MAPK3,1,1
PFN1,ACTB,1,1
PIK3CB,PRKCD,1,1
PIK3CB,PRKCZ,1,1
PIK3CD,PRKCZ,1,1
PLAT,MAPK1,1,1
PLAT,MAPK3,1,1
PMAIP1,BCL2,-1,1
PPP1CA,MAPK1,-1,1
PPP1CA,MAPK3,-1,1
PPP1CA,PFN1,1,1
PPP1CA,SP1,-1,1
PPP1CA,SP3,-1,1
PPP1CA,TP53,-1,1
PPP1R2,PPP1CA,-1,1
PRKACA,ATF1,1,1
PRKACA,CARM1,1,1
PRKACA,CREB1,1,1
PRKACA,FOS,1,1
PRKACA,ITGB1,1,1
PRKACA,MAPK1,1,1
PRKACA,NFKB1,1,1
PRKACA,RELA,1,1
PRKACA,SRC,1,1
PRKACA,SRF,1,1
PRKACA,TFAP2A,1,1
PRKCA,ABL1,1,1
PRKCA,ACO1,-1,1
PRKCA,BCL2,-1,1
PRKCA,EGLN2,-1,1
PRKCA,EIF4E,1,1
PRKCA,FOS,1,1
PRKCA,HRAS,1,1
PRKCA,IQGAP1,1,1
PRKCA,ITGB1,1,1
PRKCA,ITGB5,1,1
PRKCA,ITGB8,1,1
PRKCA,KRAS,1,1
PRKCA,MAPK1,1,1
PRKCA,MAPK3,1,1
PRKCA,MARCKS,-1,1
PRKCA,NFE2L2,1,1
PRKCA,PTK2,1,1
PRKCA,PTPN11,1,1
PRKCA,RAC1,1,1
PRKCA,SDC4,1,1
PRKCA,SHC1,1,1
PRKCA,TP53,1,1
PRKCD,ELAVL1,1,1
PRKCD,ITGB4,1,1
PRKCD,MARCKS,-1,1
PRKCD,NFE2L2,1,1
PRKCD,SDC4,1,1
PRKCD,SHC1,1,1
PRKCD,STAT1,1,1
PRKCD,TP53,1,1
PRKCE,MAPK1,-1,1
PRKCE,MAPK3,-1,1
PRKCE,SRC,-1,1
PRKCZ,HRAS,1,1
PRKCZ,JAK1,1,1
PRKCZ,MAPK1,1,1
PRKCZ,MAPK3,1,1
PRKCZ,NFKB1,1,1
PRKCZ,RELA,1,1
PRKCZ,SP1,1,1
PTEN,CREB1,-1,1
PTEN,SHC1,-1,1
PTEN,SP1,-1,1
PTK2,ITGB4,1,1
PTK2,PTEN,-1,1
PTK2,RAC1,1,1
PTK2,SHC1,1,1
PTK2,STAT1,1,1
PTPN11,HRAS,1,1
PTPN11,KRAS,1,1
PTPN11,NRAS,1,1
PTPN11,STAT1,1,1
RAC1,AKT1,1,1
RAC1,CRK,1,1
RAC1,FN1,1,1
RAC1,MAP3K1,1,1
RAC1,MAPK9,1,1
RAC1,PAK2,1,1
RAC1,PRKCD,1,1
RAD9A,BCL2,-1,1
RBL1,MYC,-1,1
RELA,EGR1,1,1
RELA,FOS,1,1
RELA,JUN,1,1
RELA,MYC,-1,1
RELA,PTEN,-1,1
RELA,SP1,1,1
RPS6KA1,CDC25A,-1,1
RPS6KA1,CREB1,1,1
RPS6KA1,FOS,1,1
RPS6KA1,GSK3B,1,1
RPS6KA1,SRF,1,1
RPS6KA1,VASP,-1,1
RPS6KA3,CREB1,1,1
RPS6KA3,EIF2AK2,1,1
RPS6KA3,FOS,1,1
RPS6KA3,SRF,1,1
RPS6KA4,ATF1,1,1
RPS6KA4,CREB1,1,1
RPS6KA4,FOS,1,1
RPS6KA4,RELA,1,1
RPS6KA5,ATF1,1,1
RPS6KA5,CREB1,1,1
RPS6KA5,RELA,1,1
RRM1,Enzyme1597__RRM2B_RRM1_RRM2,1,1
RRM1,Enzyme9741__RRM2B_RRM1_RRM2,1,1
RRM1,Enzyme9742__RRM2B_RRM1_RRM2,1,1
RRM1,Enzyme9742__RRM2B_RRM1_RRM2_reverse,1,1
RRM2,Enzyme1597__RRM2B_RRM1_RRM2,1,1
RRM2,Enzyme9741__RRM2B_RRM1_RRM2,1,1
RRM2,Enzyme9742__RRM2B_RRM1_RRM2,1,1
RRM2,Enzyme9742__RRM2B_RRM1_RRM2_reverse,1,1
RRM2B,Enzyme1597__RRM2B_RRM1_RRM2,1,1
RRM2B,Enzyme2249__RRM2B_reverse,1,1
RRM2B,Enzyme3765__RRM2B,1,1
RRM2B,Enzyme3766__RRM2B,1,1
RRM2B,Enzyme3767__RRM2B,1,1
RRM2B,Enzyme7324__RRM2B,1,1
RRM2B,Enzyme9741__RRM2B_RRM1_RRM2,1,1
RRM2B,Enzyme9742__RRM2B_RRM1_RRM2,1,1
RRM2B,Enzyme9742__RRM2B_RRM1_RRM2_reverse,1,1
RRM2B,RRM1,1,1
RUNX2,JUN,1,1
SDC4,DVL1,1,1
SDC4,RAC1,1,1
SHC1,MAPK1,1,1
SMAD3,CDC25A,-1,1
SMAD3,JUN,1,1
SMAD3,RBL1,1,1
SMAD3,SMAD4,1,1
SMAD4,ATF1,1,1
SMAD4,CREB1,1,1
SMAD4,FOS,1,1
SMAD4,RBL1,1,1
SNCA,MAPK1,1,1
SNCA,MAPK3,1,1
SNCA,PRKCE,-1,1
SOCS1,IFNGR1,1,1
SOCS1,JAK1,1,1
SP1,BBC3,1,1
SP1,BNIP3L,1,1
SP1,LAT,1,1
SP3,SP1,1,1
SRC,ABL1,1,1
SRC,ADAM12,1,1
SRC,AKT1,1,1
SRC,ANXA2,1,1
SRC,ARAF,1,1
SRC,CTTN,-1,1
SRC,DDR2,1,1
SRC,FGFR2,-1,1
SRC,FOS,1,1
SRC,HRAS,1,1
SRC,ITGB1,1,1
SRC,ITGB4,1,1
SRC,ITGB5,1,1
SRC,ITGB8,1,1
SRC,KRAS,1,1
SRC,PAK2,1,1
SRC,PRKCD,1,1
SRC,PTEN,-1,1
SRC,PTK2,1,1
SRC,RAC1,1,1
SRC,RPS6KA3,1,1
SRC,SHC1,1,1
SRC,SNCA,1,1
SRC,STAT1,1,1
SRC,SYK,1,1
SRC,VAV1,1,1
STAM2,JAK1,1,1
STAM2,TYK2,1,1
STAT1,CDKN1B,1,1
STAT1,MYC,-1,1
STAT1,SOCS1,1,1
STAT2,STAT1,1,1
SYK,IL15RA,1,1
SYK,LAT,1,1
SYK,PRKCA,1,1
SYK,PTK2,1,1
SYK,SHC1,1,1
TAGLN2,ACTB,-1,1
TP53,BBC3,1,1
TP53,BCL2,-1,1
TP53,BNIP3L,1,1
TP53,CDKN2C,1,1
TP53,DDR1,1,1
TP53,DUSP1,1,1
TP53,HRAS,1,1
TP53,HSP90AB1,-1,1
TP53,PMAIP1,1,1
TP53,RPS6KA1,1,1
TP53,RRM2,1,1
TP53,RRM2B,1,1
TP53,TRAF4,1,1
TRAF4,MAP3K4,1,1
TYK2,EIF2AK2,1,1
TYK2,IFNAR1,1,1
TYK2,PTPN11,1,1
TYK2,STAT1,1,1
TYK2,STAT2,1,1
VASP,ACTB,1,1
VAV1,HRAS,1,1
VAV1,MAPK1,1,1
VAV1,RAC1,1,1
VAV1,SRC,1,1
VAV1,SYK,1,1
ZYX,VASP,1,1
ETV4,TIMP1,1,1
JDP2,LGALS1,-1,1
RUNX2,RUNX2,1,1
JUN,ATF2,1,1
ATF2,JUN,1,1
SP1,SP1,1,1
JUND,JUND,1,1
SP1,SP3,1,1
JUN,JUN,1,1
SP1,HMGA2,1,1
SP3,HMGA2,1,1
JUND,NR4A1,1,1
STAT3,STAT3,1,1
STAT1,VIM,1,1
SP1,PKM,1,1
SP3,PKM,1,1
SP1,LGALS1,1,1
SP1,VIM,1,1
JUND,TIMP1,1,1
SP1,TIMP1,1,1
STAT1,STAT1,1,1
NFATC1,NFATC1,1,1
SMARCA1,SMARCA1,1,1
HR,TIMP1,1,1
ATF4,ATF4,1,1
JDP2,JUN,-1,1
KLF10,SMAD3,1,1
SP3,SP3,1,1
JUN,TIMP1,1,1
ATF2,ATF2,1,1
JDP2,ATF2,-1,1
STAT3,VIM,1,1
RUNX2,TIMP1,1,1
STAT1,JUN,1,1
SP1,TIMP2,1,1
SNAI2,SNAI2,1,1
TFAP4,TFAP4,1,1
JUN,VIM,1,1
STAT3,TIMP1,1,1
ATF2,TIMP1,1,1
JUN,SP1,1,1
SP1,JUN,1,1
ATF2,ATF4,1,1
ATF4,ATF2,1,1
SP1,SNAI2,1,1
ZEB1,VIM,1,1
SP3,VIM,1,1
TCF7L2,RUNX2,1,1
SP1,NFATC1,1,1
SP1,SMARCA1,1,1
JUN,SP3,1,1
HMGA2,HMGA2,1,1
JUN,PPARD,1,1
STAT3,SP1,1,1
ATF4,VIM,1,1
SNAI2,RUNX2,1,1
RUNX2,SNAI2,1,1
DNMT3A,TIMP2,-1,1
STAT1,SMAD3,1,1
JDP2,VIM,-1,1
HMGA2,VIM,1,1
ATF4,RUNX2,1,1
MTA1,MTA1,1,1
SP1,SMAD3,1,1
JUN,NR4A1,1,1
NR4A1,JUN,1,1
SP1,ATF2,1,1
NFATC1,TIMP1,1,1
KLF10,RUNX2,1,1
SNAI2,STAT1,1,1
STAT3,STAT1,1,1
STAT1,STAT3,1,1
ID2,LGALS1,-1,1
SNAI2,VIM,1,1
SP1,JUND,1,1
MTA1,VIM,1,1
JUN,JUND,1,1
ATF4,STAT3,1,1
HMGA2,JUN,1,1
HR,LAMB1,1,1
ETV4,VIM,1,1
SMARCA1,LGALS1,1,1
ETV4,ETV4,1,1
SP3,TIMP1,1,1
ETV4,TIMP2,1,1
JUN,RUNX2,1,1
JUN,TIMP2,1,1
MTA1,SNAI2,1,1
NR4A1,TIMP2,1,1
PPARD,TIMP1,1,1
SP1,MTA1,1,1
SP1,NR4A1,1,1
SP3,TIMP2,1,1
STAT1,TIMP1,1,1
TCF4,JUN,1,1
TCF4,VIM,1,1
TCF7L2,SNAI2,1,1
STAT3,TCF7L2,1,1
TCF7L2,STAT3,1,1
SP1,RUNX2,1,1
TCF7L2,VIM,1,1
SMAD3,TIMP1,1,1
SMAD3,VIM,1,1
TCF4,ID2,-1,1
JUN,LAMB1,1,1
JUN,STAT3,1,1
TCF7L2,ZEB1,1,1
TCF7L2,JUN,1,1
TFAP4,VIM,1,1
STAT3,HMGA2,1,1
PBX1,PBX1,1,1
PBX1,VIM,1,1
ADAM12,ITGB1,1,1
FN1,ITGB1,1,1
FN1,ITGB8,1,1
LAMB1,ITGB1,1,1
LAMB1,ITGB8,1,1
LAMB1,ITGB4,1,1
LGALS1,ITGB1,1,1
ADAM12,SDC4,1,1
TIMP2,ITGB1,1,1
TIMP1,FGFR2,1,1
