source,target,interaction
ACP1,AKT2,-1
ACP1,AKT3,-1
ACP1,EPHA2,1
ACP1,PTK2,-1
ACP1,SRC,-1
ACTA1,CTTN,1
ACTA1,RAC1,1
ACTB,ABL1,-1
ACTB,ARPC2,1
ACTB,CFL1,-1
ACTB,CTTN,1
ACTB,PLD1,-1
ACTN1,CAPN1,-1
ACTN1,LPP,1
ACTN1,PLD1,-1
ACTN1,PLD2,-1
ACTN1,SRC,1
ACTR2,ACVR1B,1
ACVR1,VPS39,1
ACVR1B,SMAD3,1
ACVR1B,SMAD4,1
ADAM10,APP,1
ADAM10,CD44,1
ADAM10,CDH1,1
ADAM10,ERBB2,1
ADAM10,NOTCH2,1
ADAM12,ITGB1,1
ADAM12,PIK3CA,1
ADAM12,SDC4,1
ADAM17,APP,1
ADAM17,AREG,1
ADAM17,EREG,1
ADAM17,HBEGF,1
ADAM17,ITGA5,1
ADAM17,ITGB1,1
ADAM17,MUC1,-1
ADAM9,FGFR2,-1
ADAM9,ITGA6,1
ADAM9,ITGAV,1
ADAM9,ITGB1,1
ADAM9,ITGB5,1
ADGRG1,RHOA,1
ADRB2,GNAQ,1
ADRB2,GNAS,1
ADRB2,GNB2,1
ADSL,Gene114__ADSL,1
AHCYL1,Gene3840__AHCYL1_reverse,1
AHSA1,GCH1,1
AHSA1,HSP90AA1,1
AHSA1,HSP90AB1,1
AIMP1,SMURF2,1
AKAP13,RHOA,1
AKT1,ADRB2,-1
AKT1,AKT1S1,-1
AKT1,AKT2,-1
AKT1,APPL1,1
AKT1,BAD,-1
AKT1,BAX,-1
AKT1,BCL2L11,-1
AKT1,BMI1,1
AKT1,BRAF,-1
AKT1,CASP9,-1
AKT1,CDK2,1
AKT1,CDKN1A,-1
AKT1,CDKN1B,-1
AKT1,CDKN1C,-1
AKT1,CFLAR,-1
AKT1,CHEK1,-1
AKT1,CHUK,1
AKT1,CLK2,1
AKT1,COPS6,1
AKT1,CREB1,1
AKT1,DAB2IP,-1
AKT1,EIF4EBP1,1
AKT1,FLNA,1
AKT1,GAB2,-1
AKT1,GSK3A,-1
AKT1,GSK3B,1
AKT1,HK1,1
AKT1,HK2,1
AKT1,HSPB1,-1
AKT1,HTRA2,-1
AKT1,IKBKB,1
AKT1,IKBKG,-1
AKT1,IMPDH2,1
AKT1,IRAK1,-1
AKT1,ITGB1,1
AKT1,ITGB3,-1
AKT1,KHSRP,-1
AKT1,MAP2K4,-1
AKT1,MAP3K11,-1
AKT1,MDM2,1
AKT1,MDM4,1
AKT1,MST1R,1
AKT1,MVD,1
AKT1,NUAK1,1
AKT1,PAK1,1
AKT1,PDCD4,-1
AKT1,PEA15,1
AKT1,PFKFB2,1
AKT1,PFKFB3,1
AKT1,PRKAA1,-1
AKT1,PRKACA,1
AKT1,PRKCD,1
AKT1,PTEN,-1
AKT1,PTPN1,-1
AKT1,RAF1,-1
AKT1,RICTOR,-1
AKT1,RNF11,-1
AKT1,RPS6KB1,1
AKT1,S1PR1,1
AKT1,SH2B2,1
AKT1,SH3RF1,-1
AKT1,SKI,-1
AKT1,SKP2,1
AKT1,SLC9A1,1
AKT1,SMAD3,1
AKT1,STK3,-1
AKT1,STK4,-1
AKT1,TKT,1
AKT1,TOPBP1,1
AKT1,TP53BP1,-1
AKT1,TP53RK,1
AKT1,TSC1,-1
AKT1,TSC2,-1
AKT1,USP4,1
AKT1,VCP,1
AKT1,WNK1,1
AKT1,XIAP,1
AKT1,YAP1,-1
AKT1,YWHAZ,1
AKT1,ZYX,-1
AKT1S1,RPTOR,-1
AKT2,AKT1S1,-1
AKT2,BAD,-1
AKT2,BMI1,1
AKT2,BRAF,-1
AKT2,CASP9,-1
AKT2,CDKN1A,1
AKT2,CDKN1B,-1
AKT2,CHUK,1
AKT2,CREB1,1
AKT2,EZR,1
AKT2,GSK3A,-1
AKT2,GSK3B,-1
AKT2,HSPB1,-1
AKT2,HTRA2,-1
AKT2,KHSRP,-1
AKT2,MAPK8,-1
AKT2,MDM2,1
AKT2,PTPN1,-1
AKT2,RAF1,-1
AKT2,SH3RF1,-1
AKT2,STK3,-1
AKT2,STK4,-1
AKT2,TSC2,-1
AKT2,XIAP,1
AKT3,AKT1S1,-1
AKT3,BAD,-1
AKT3,BMI1,1
AKT3,BRAF,-1
AKT3,CASP9,-1
AKT3,CDKN1A,-1
AKT3,CHUK,1
AKT3,CREB1,1
AKT3,GSK3B,-1
AKT3,HSPB1,-1
AKT3,STK3,-1
AKT3,STK4,-1
AKT3,TSC2,-1
AMFR,VCP,1
ANAPC1,ANAPC10,1
ANAPC1,ANAPC2,1
ANAPC1,ANAPC4,1
ANAPC1,ANAPC5,1
ANAPC1,ANAPC7,1
ANAPC1,CDC16,1
ANAPC1,CDC23,1
ANAPC1,CDC27,1
ANAPC1,FZR1,1
ANAPC1,PTTG1,1
ANAPC10,ANAPC1,1
ANAPC10,ANAPC11,1
ANAPC10,ANAPC2,1
ANAPC10,ANAPC4,1
ANAPC10,ANAPC5,1
ANAPC10,ANAPC7,1
ANAPC10,CDC16,1
ANAPC10,CDC23,1
ANAPC10,CDC27,1
ANAPC10,FZR1,1
ANAPC11,ANAPC10,1
ANAPC11,ANAPC2,1
ANAPC11,CDC16,1
ANAPC13,CDC23,1
ANAPC2,ANAPC1,1
ANAPC2,ANAPC10,1
ANAPC2,ANAPC11,1
ANAPC2,ANAPC4,1
ANAPC2,ANAPC5,1
ANAPC2,ANAPC7,1
ANAPC2,CDC16,1
ANAPC2,CDC23,1
ANAPC2,CDC26,1
ANAPC2,CDC27,1
ANAPC2,DVL1,-1
ANAPC2,FZR1,1
ANAPC4,ANAPC1,1
ANAPC4,ANAPC10,1
ANAPC4,ANAPC2,1
ANAPC4,ANAPC5,1
ANAPC4,ANAPC7,1
ANAPC4,CDC16,1
ANAPC4,CDC23,1
ANAPC4,CDC27,1
ANAPC4,FZR1,1
ANAPC5,ANAPC1,1
ANAPC5,ANAPC10,1
ANAPC5,ANAPC2,1
ANAPC5,ANAPC4,1
ANAPC5,ANAPC7,1
ANAPC5,CDC16,1
ANAPC5,CDC23,1
ANAPC5,CDC27,1
ANAPC5,FZR1,1
ANAPC7,ANAPC1,1
ANAPC7,ANAPC10,1
ANAPC7,ANAPC2,1
ANAPC7,ANAPC4,1
ANAPC7,ANAPC5,1
ANAPC7,CDC16,1
ANAPC7,CDC23,1
ANAPC7,CDC27,1
ANAPC7,FZR1,1
ANKRD28,PPP1CC,1
ANXA2,PLAT,1
AP2B1,ARRB1,1
AP2B1,ARRB2,1
AP2M1,ARRB2,1
AP2M1,DVL2,1
AP2M1,EGFR,-1
APAF1,CASP3,1
APAF1,CASP9,1
APBA2,STXBP1,1
APBB1,TSHZ3,1
APC,CDC42,1
APC,CTBP1,1
APC,ILK,-1
APH1A,PSEN1,1
APH1A,PSEN2,1
APH1A,PSENEN,1
APP,APBA2,-1
APP,GAPDH,-1
APPL1,STK11,1
ARAF,MAP2K1,1
ARAF,MAP2K2,1
ARAF,MAPK1,1
ARAF,MAPK3,1
AREG,EGFR,1
AREG,ERBB2,1
ARF1,GIT1,-1
ARF1,PLD1,1
ARF1,PLD2,1
ARF6,PLD1,1
ARFIP1,ARF1,-1
ARHGAP1,CDC42,-1
ARHGAP1,RAC1,-1
ARHGAP1,RHOA,-1
ARHGAP1,ROCK2,1
ARHGAP26,RHOA,-1
ARHGAP31,CDC42,-1
ARHGAP31,RAC1,-1
ARHGAP31,RHOA,-1
ARHGAP32,AKT1,-1
ARHGAP32,ARHGAP1,-1
ARHGAP32,CDC42,1
ARHGAP32,CRK,1
ARHGAP32,CRKL,1
ARHGAP32,RAC1,-1
ARHGAP32,RHOA,1
ARHGAP32,SRC,1
ARHGAP33,RAC1,-1
ARHGAP35,RAC1,-1
ARHGAP35,RHOA,-1
ARHGAP5,RAC1,-1
ARHGAP5,RHOA,-1
ARHGDIA,CDC42,-1
ARHGDIA,RAC1,-1
ARHGDIA,RHOA,-1
ARHGDIB,CDC42,-1
ARHGDIB,RAC1,-1
ARHGDIB,RHOA,-1
ARHGEF1,ARHGAP1,1
ARHGEF1,RHOA,1
ARHGEF11,RHOA,1
ARHGEF12,ARHGAP1,1
ARHGEF12,RHOA,1
ARHGEF2,AKT1,1
ARHGEF2,ARHGAP1,1
ARHGEF2,RHOA,1
ARHGEF25,CDC42,1
ARHGEF25,RAC1,1
ARHGEF25,RHOA,1
ARHGEF7,AKT1,1
ARHGEF7,ARHGAP1,1
ARHGEF7,ARHGEF12,-1
ARHGEF7,CBL,-1
ARHGEF7,CDC42,1
ARHGEF7,GIT1,1
ARHGEF7,RAC1,1
ARHGEF9,CDC42,1
ARID3A,E2F1,1
ARPC2,ACTB,1
ARRB1,ADRB2,-1
ARRB1,DVL1,1
ARRB1,DVL2,1
ARRB1,F2RL1,-1
ARRB1,FZD1,1
ARRB1,GNAI1,-1
ARRB1,GNAI2,-1
ARRB1,GNAS,1
ARRB1,GNB1,1
ARRB1,SMO,1
ARRB2,ADRB2,-1
ARRB2,GNAI1,-1
ARRB2,GNAI2,-1
ASAP1,ARF1,-1
ASAP2,ARF1,-1
ASAP2,ARF6,1
ATAD5,BRD4,1
ATF1,JUN,1
ATF1,SH3RF1,1
ATG13,RB1CC1,1
ATG14,BECN1,1
ATG14,PIK3C3,1
ATG3,GABARAP,1
ATG3,GABARAPL2,1
ATG3,MAP1LC3B,1
ATG4D,GABARAPL1,1
ATG7,ATG3,1
ATG7,GABARAP,1
ATG7,GABARAPL2,1
ATG7,MAP1LC3A,1
ATG7,MAP1LC3B,1
ATG9A,YWHAE,1
ATM,ABL1,1
ATM,AKT1,1
ATM,AVEN,1
ATM,BID,1
ATM,BLM,1
ATM,BUB1,1
ATM,CCAR2,1
ATM,CHEK1,1
ATM,CHEK2,1
ATM,CREB1,-1
ATM,DAXX,-1
ATM,DBF4,-1
ATM,DYRK2,1
ATM,E2F1,1
ATM,FANCD2,1
ATM,FBXO31,1
ATM,FBXW7,1
ATM,HIF1A,1
ATM,KHSRP,1
ATM,L3MBTL2,1
ATM,MDC1,1
ATM,MDM2,-1
ATM,MDM4,-1
ATM,NBN,1
ATM,PEX5,1
ATM,PIDD1,1
ATM,PLK1,-1
ATM,PPP1R2,-1
ATM,PPP2R5C,1
ATM,PPP2R5D,1
ATM,PRKDC,1
ATM,RAD17,1
ATM,RAD9A,1
ATM,RASSF1,1
ATM,RPA1,-1
ATM,RRM2B,1
ATM,SIAH1,-1
ATM,SP1,1
ATM,STK11,1
ATM,STRAP,1
ATM,TAOK1,1
ATM,TAOK3,1
ATM,TERF1,1
ATM,TOPBP1,1
ATM,TP53,1
ATM,TP53BP1,1
ATM,TRAF6,1
ATM,TRIM28,-1
ATM,USP28,1
ATP1A1,Gene9270__ATP1B1_ATP1A1,1
ATP1A1,Gene9270__ATP1B3_ATP1A1,1
ATP2B1,Gene233__ATP2B1,1
ATP2B4,Gene233__ATP2B4,1
ATR,ATM,1
ATR,BRCA2,1
ATR,CCAR2,1
ATR,CHEK1,1
ATR,CHEK2,1
ATR,CREB1,-1
ATR,DBF4,-1
ATR,E2F1,1
ATR,FANCD2,1
ATR,FANCI,1
ATR,KMT2A,1
ATR,MDM2,-1
ATR,NBN,1
ATR,PLK1,-1
ATR,PRKDC,1
ATR,RAD1,1
ATR,RAD17,1
ATR,SP1,1
ATR,TP53,1
ATR,XPA,1
ATR,XPC,1
AURKA,DLGAP5,1
AURKA,FADD,1
AURKA,HDAC6,1
AURKA,INCENP,1
AURKA,KIF4A,1
AURKA,LATS2,1
AURKA,NEDD9,1
AURKA,PARD3,1
AURKA,PIN1,-1
AURKA,PLK1,1
AURKA,RASSF1,-1
AURKA,TPX2,1
AURKB,ATM,1
AURKB,BIRC5,-1
AURKB,HDAC4,-1
AURKB,HDAC5,-1
AURKB,INCENP,1
AURKB,KIF4A,1
AURKB,NPM1,1
AURKB,RACGAP1,1
AURKB,RASSF1,-1
AURKB,TP53,-1
AURKB,TP53BP1,1
AURKB,YY1,1
AVEN,APAF1,-1
AXIN1,APC,1
AXIN1,BMPR1A,-1
AXIN1,GSK3A,1
AXIN1,MAP3K1,1
AXIN1,MAP3K4,1
AXIN1,MYC,1
AXIN1,PIAS1,-1
AXIN1,RNF111,1
AXIN1,SMAD3,1
AXIN1,SMAD7,-1
AXL,PLCG1,1
AXL,SOCS1,1
BACE1,APP,1
BAD,BCL2,-1
BAD,BCL2L1,-1
BAD,BCL2L2,-1
BAD,CYCS,1
BAD,TP53,1
BAG2,BCL2,1
BAG2,RAF1,1
BAIAP2,WASF1,1
BAIAP2,WASF2,1
BAK1,BAD,-1
BAK1,BAX,1
BAK1,CYCS,1
BAK1,DIABLO,1
BAK1,HTRA2,1
BAMBI,BMPR1A,1
BAMBI,DVL2,1
BAMBI,FZD5,1
BAMBI,TGFBR1,1
BAX,APAF1,1
BAX,BAD,-1
BAX,COX5B,1
BAX,CYCS,1
BAX,DIABLO,1
BAX,HTRA2,1
BBC3,BAK1,1
BBC3,BAX,1
BBC3,BCL2,-1
BBC3,BCL2L1,-1
BBC3,BCL2L2,-1
BBC3,MCL1,-1
BCAR1,CRK,1
BCAR1,CRKL,1
BCAR1,DOCK1,1
BCAR1,MAPK8,1
BCAR1,PIK3CA,1
BCAR1,PIK3R1,1
BCAR1,RAPGEF1,1
BCAR1,SMAD3,-1
BCL10,CHUK,1
BCL10,IKBKG,1
BCL10,RELA,1
BCL2,BAK1,-1
BCL2,BAX,-1
BCL2,BECN1,-1
BCL2,BID,-1
BCL2,BIK,-1
BCL2,CASP8,-1
BCL2,CYCS,-1
BCL2,MYC,1
BCL2,PARP1,-1
BCL2,XRCC6,-1
BCL2L1,APAF1,-1
BCL2L1,BAK1,-1
BCL2L1,BAX,-1
BCL2L1,BCL2,1
BCL2L1,CASP9,-1
BCL2L1,CYCS,-1
BCL2L1,TP53,-1
BCL2L11,BAK1,1
BCL2L11,BAX,1
BCL2L11,BCL2,-1
BCL2L11,BCL2L1,-1
BCL2L11,BCL2L2,-1
BCL2L2,BAK1,-1
BCL2L2,BAX,-1
BCL2L2,BIK,-1
BCL3,BCL10,-1
BCL3,HDAC1,1
BCL3,HDAC3,1
BCL3,NFKB1,1
BCR,CRK,1
BCR,CRKL,1
BCR,PLCG1,1
BCR,RAC1,-1
BCR,RASA1,1
BCR,YWHAQ,1
BECN1,HMGB1,1
BECN1,PIK3C3,1
BECN1,PIK3R4,1
BECN1,USP10,1
BECN1,USP13,1
BHLHE40,BHLHE41,-1
BID,BAK1,1
BID,BAX,1
BID,BCL2L1,-1
BID,BCL2L2,-1
BID,COX5B,1
BID,CYCS,1
BIK,BCL2L1,-1
BIRC2,CASP2,-1
BIRC2,CASP3,-1
BIRC2,CASP7,-1
BIRC2,CASP8,-1
BIRC2,CASP9,-1
BIRC2,CFLAR,-1
BIRC2,FADD,-1
BIRC2,IKBKG,1
BIRC2,MAP3K14,-1
BIRC2,RIPK1,1
BIRC2,RIPK2,1
BIRC3,BIRC2,1
BIRC3,CASP3,-1
BIRC3,CASP7,-1
BIRC3,CASP8,-1
BIRC3,CASP9,-1
BIRC3,MAP3K14,-1
BIRC3,RIPK1,1
BIRC3,RIPK2,1
BIRC5,CASP3,-1
BIRC5,CASP7,-1
BIRC5,CASP9,-1
BIRC5,XIAP,1
BIRC6,CASP3,-1
BIRC6,CASP7,-1
BIRC6,CASP9,-1
BIRC6,DIABLO,-1
BLM,FANCD2,1
BLM,TP53,1
BLM,TP53BP1,1
BMI1,CDKN2A,-1
BMPR1A,FAM83G,1
BMPR1A,TAB1,1
BMPR2,ACVR1,1
BMPR2,BMPR1A,1
BNIP2,CDC42,1
BNIP3,BCL2,-1
BNIP3,BCL2L1,-1
BNIP3,RHEB,-1
BNIP3L,BCL2,-1
BNIP3L,BCL2L1,-1
BNIP3L,GABARAPL1,1
BORA,AURKA,1
BRAF,MAP2K1,1
BRAF,MAP2K2,1
BRAF,YWHAB,1
BRAF,YWHAG,1
BRAF,YWHAQ,1
BRAF,YWHAZ,1
BRCA2,SMAD3,1
BRD4,CDK9,1
BRD4,MYC,-1
BRIP1,BLM,1
BRMS1,KDM1A,1
BTG2,CCND1,-1
BTG2,NFE2L2,1
BTG2,PRMT1,1
BTRC,CDC25A,1
BTRC,FBXO5,-1
BTRC,GLI2,-1
BTRC,NFKB1,-1
BTRC,NFKBIB,-1
BTRC,PDCD4,-1
BTRC,PER1,-1
BTRC,RAP1GAP,-1
BTRC,RELA,1
BTRC,SMAD3,-1
BTRC,SMAD4,-1
BTRC,WEE1,-1
BTRC,YAP1,-1
BUB1,CDC20,-1
BUB1,CENPE,1
BUB1,MAD1L1,1
BUB1,MAD2L1,1
BUB1,PLK1,1
BUB1B,ANAPC7,-1
BUB1B,CDC20,-1
CABIN1,PPP3CA,-1
CABIN1,PPP3R1,-1
CALM1,ATP2B1,1
CALM1,CAMK1,1
CALM1,CAMK2D,1
CALM1,CAMK2G,1
CALM1,CAMKK1,1
CALM1,CAMKK2,1
CALM1,DAPK1,1
CALM1,GEM,1
CALM1,IQGAP1,1
CALM1,MARCKS,-1
CALM1,NRAS,-1
CALM1,PPP3CA,1
CALM1,PPP3CB,1
CALM1,PPP3CC,1
CALM1,PPP3R1,1
CALM1,RAC1,1
CALM1,RIN1,1
CALM1,UNC13B,1
CALM2,ATP2B1,1
CALM2,CAMK1,1
CALM2,CAMK2D,1
CALM2,CAMK2G,1
CALM2,CAMKK1,1
CALM2,CAMKK2,1
CALM2,DAPK1,1
CALM2,GEM,1
CALM2,IQGAP1,1
CALM2,MARCKS,-1
CALM2,NRAS,-1
CALM2,PPP3CA,1
CALM2,PPP3CB,1
CALM2,PPP3CC,1
CALM2,PPP3R1,1
CALM2,RAC1,1
CALM2,RIN1,1
CALM2,UNC13B,1
CALM3,ATP2B1,1
CALM3,CAMK1,1
CALM3,CAMK2D,1
CALM3,CAMK2G,1
CALM3,CAMKK1,1
CALM3,CAMKK2,1
CALM3,DAPK1,1
CALM3,GEM,1
CALM3,IQGAP1,1
CALM3,MARCKS,-1
CALM3,NRAS,-1
CALM3,PPP3CA,1
CALM3,PPP3CB,1
CALM3,PPP3CC,1
CALM3,PPP3R1,1
CALM3,RAC1,1
CALM3,RIN1,1
CALM3,UNC13B,1
CAMK1,ATF1,1
CAMK1,CREB1,1
CAMK1,GAPDH,1
CAMK1,HDAC5,-1
CAMK1,NUMB,-1
CAMK1,PPME1,-1
CAMK2D,ANKRD28,-1
CAMK2D,CREB1,1
CAMK2D,HDAC4,1
CAMK2D,STAT1,1
CAMK2G,ATF1,1
CAMK2G,CREB1,1
CAMK2G,EGFR,-1
CAMK2G,HDAC5,-1
CAMK2G,MAP3K7,1
CAMK2G,NCOR2,-1
CAMK2G,STAT1,1
CAMKK1,AKT1,1
CAMKK1,CAMK1,1
CAMKK1,PRKAA1,1
CAMKK2,AKT1,1
CAMKK2,CAMK1,1
CAMKK2,PRKAA1,1
CAPN1,ACTN1,-1
CAPN1,BCL2,-1
CAPN1,BCL2L1,-1
CAPN1,BID,1
CAPN1,CABIN1,-1
CAPN1,CBL,-1
CAPN1,COL1A1,1
CAPN1,CTTN,-1
CAPN1,EZR,-1
CAPN1,F2RL1,-1
CAPN1,FLNA,-1
CAPN1,GSK3A,1
CAPN1,GSK3B,1
CAPN1,ITGB1,-1
CAPN1,ITGB3,-1
CAPN1,MARCKS,-1
CAPN1,PTK2,-1
CAPN1,PTPN1,-1
CAPN1,PTPN6,-1
CAPN1,PXN,-1
CAPN1,RHOA,-1
CAPN1,SRC,-1
CAPN1,TLN1,-1
CAPN1,TNS1,-1
CAPN2,BCL2,-1
CAPN2,BCL2L1,-1
CAPN2,BID,1
CAPN2,F2RL1,-1
CAPN2,GSK3A,1
CAPN2,GSK3B,1
CAPN2,PTPN1,-1
CAPN2,TLN1,-1
CAPN2,TNS1,-1
CARD11,MALT1,1
CARM1,MDH1,-1
CASP2,BID,1
CASP2,CASP7,1
CASP2,CASP8,1
CASP2,CYCS,1
CASP2,DIABLO,1
CASP2,FAS,1
CASP2,GOLGA3,-1
CASP2,RIPK1,1
CASP2,TRAF2,1
CASP3,AKT1,-1
CASP3,APAF1,1
CASP3,ARHGDIB,1
CASP3,ATG4D,1
CASP3,BAD,1
CASP3,BCAR1,-1
CASP3,BCL2,-1
CASP3,BID,1
CASP3,CASP2,1
CASP3,CASP6,1
CASP3,CASP7,1
CASP3,CASP9,1
CASP3,CDKN1A,1
CASP3,EIF2S2,-1
CASP3,EIF3J,-1
CASP3,EIF4EBP1,-1
CASP3,EIF4G1,-1
CASP3,EIF4G2,-1
CASP3,GRIPAP1,1
CASP3,GSN,-1
CASP3,IKBKB,-1
CASP3,ITGB4,-1
CASP3,KDM4C,-1
CASP3,KRT18,1
CASP3,MCL1,-1
CASP3,MDM2,1
CASP3,NUMA1,-1
CASP3,PAK2,1
CASP3,PARP1,-1
CASP3,PKN1,1
CASP3,PPP2R5C,-1
CASP3,PPP3CA,1
CASP3,PPP3R1,1
CASP3,PRKDC,1
CASP3,PSEN1,1
CASP3,PSEN2,1
CASP3,PSIP1,-1
CASP3,PTCH1,-1
CASP3,PTK2,-1
CASP3,PXN,-1
CASP3,RABEP1,1
CASP3,RELA,-1
CASP3,ROCK1,1
CASP3,SLK,1
CASP3,STK3,1
CASP3,STK4,1
CASP3,TGM2,1
CASP3,TOP1,1
CASP6,APP,1
CASP6,CASP8,1
CASP6,HIPK2,1
CASP6,KRT18,1
CASP6,LMNA,-1
CASP6,NUMA1,-1
CASP6,PSEN1,1
CASP6,PSEN2,1
CASP6,TFAP2A,1
CASP6,TOP1,1
CASP7,CAST,1
CASP7,ITGB4,-1
CASP7,PARP1,-1
CASP7,PSEN1,1
CASP7,PSEN2,1
CASP7,TNFRSF1A,-1
CASP8,APP,1
CASP8,BID,1
CASP8,CASP3,1
CASP8,CASP6,1
CASP8,CASP7,1
CASP8,CHUK,1
CASP8,HDAC7,1
CASP8,IKBKB,1
CASP8,IKBKG,1
CASP8,MAP3K14,1
CASP8,PSEN1,1
CASP8,PSEN2,1
CASP8,RALBP1,1
CASP8,RIPK1,-1
CASP8AP2,CASP8,1
CASP8AP2,NFKB1,1
CASP9,CASP3,1
CASP9,CASP6,1
CASP9,CASP7,1
CAST,CAPN1,-1
CAST,CAPN2,-1
CAV1,LRP6,1
CAV1,MMP14,-1
CAV1,PPP2CA,-1
CAV1,SOS1,1
CBL,ARHGEF7,1
CBL,CFLAR,-1
CBL,EPOR,-1
CBL,ERBB2,-1
CBL,GRB2,1
CBL,IGF1R,-1
CBL,ITGA5,-1
CBL,ITGAV,-1
CBL,MET,1
CBL,PIK3CA,-1
CBL,PIK3R1,-1
CBL,PIK3R2,-1
CBL,PIK3R3,1
CBL,PLCG1,-1
CBL,TYK2,-1
CBLB,CRK,-1
CBLB,EGFR,-1
CBLB,FYN,-1
CBLB,GRB2,-1
CBLB,MET,-1
CBLB,NCK1,1
CBLB,PIK3CA,-1
CBLB,PIK3R1,-1
CBLB,PIK3R2,-1
CBLB,SHC1,-1
CBLB,SRC,-1
CBLB,SYK,-1
CBLB,VAV2,-1
CCAR2,HDAC3,-1
CCAR2,SUV39H1,-1
CCL2,MMP14,1
CCNA2,E2F1,1
CCNA2,SKP2,1
CCNA2,TP53,1
CCND1,CDK4,1
CCND1,CDK6,1
CCND1,RBL1,-1
CCND1,RBL2,-1
CCND3,AREG,1
CCND3,CASP2,1
CCND3,CCNE1,1
CCND3,CDK4,1
CCND3,CDK6,1
CCND3,RBL2,-1
CCNE1,CDKN1A,-1
CCNE1,CDKN1B,1
CCNE1,E2F1,1
CCNE2,CDKN1B,-1
CCNE2,CDKN1C,-1
CCNF,CCP110,-1
CCNF,FZR1,-1
CCNG1,MDM2,1
CCNH,CDK2,-1
CCNH,CDK7,1
CCNH,GTF2H4,-1
CCP110,CALM1,1
CCP110,CALM2,1
CCP110,CALM3,1
CD2AP,ACTB,1
CD40,TRAF2,1
CD40,TRAF3,1
CD44,ARHGEF1,1
CD44,ARHGEF12,1
CD44,TIAM1,1
CDC16,ANAPC1,1
CDC16,ANAPC10,1
CDC16,ANAPC11,1
CDC16,ANAPC2,1
CDC16,ANAPC4,1
CDC16,ANAPC5,1
CDC16,ANAPC7,1
CDC16,CDC23,1
CDC16,CDC26,1
CDC16,CDC27,1
CDC16,FZR1,1
CDC20,ANAPC1,1
CDC20,ANAPC10,1
CDC20,ANAPC11,1
CDC20,ANAPC2,1
CDC20,ANAPC4,1
CDC20,ANAPC7,1
CDC20,CCNA2,-1
CDC20,CDC16,1
CDC20,CDC27,1
CDC20,FZR1,1
CDC20,PTTG1,1
CDC23,ANAPC1,1
CDC23,ANAPC10,1
CDC23,ANAPC13,1
CDC23,ANAPC2,1
CDC23,ANAPC4,1
CDC23,ANAPC5,1
CDC23,ANAPC7,1
CDC23,CDC16,1
CDC23,CDC27,1
CDC23,FZR1,1
CDC25A,CCNE1,1
CDC25A,CDK2,1
CDC25A,CDK4,1
CDC25A,CDK6,1
CDC25A,MAPK3,-1
CDC25A,RAF1,-1
CDC26,ANAPC2,1
CDC26,CDC16,1
CDC26,CDC27,1
CDC27,ANAPC1,1
CDC27,ANAPC10,1
