Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
PTPN1,1,0,1,0,1,1,1,1,NA
RAC1,1,0,1,0,1,1,1,1,NA
RAF1,1,0,1,0,1,1,1,1,NA
RB1,1,0,1,0,1,1,1,1,NA
RBPJ,1,0,1,0,1,1,1,1,3.9698492961016347
RELA,1,0,1,0,1,1,1,1,4.891191656573592
RELB,1,0,1,0,1,1,1,1,6.200429531628194
RPS6KA1,1,0,1,0,1,1,1,1,NA
RPS6KA4,1,0,1,0,1,1,1,1,NA
SKP2,1,0,1,0,1,1,1,1,NA
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SNAI1,0,0.5,0.5,0,0.5,0,0.5,1,NA
SP1,1,0,1,0,1,1,1,1,3.6056710434792256
SP3,1,0,1,0,1,1,1,1,5.508311997144065
SRC,1,0,1,0,1,1,1,1,NA
SRF,1,0,1,0,1,1,1,1,11.457427235080491
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT5B,1,0,1,0,1,1,1,1,5.025612229591523
SYK,1,0,1,0,1,1,1,1,NA
TCF12,1,0,1,0,1,1,1,1,5.156408766618424
TFDP1,1,0,0,1,-1,1,-1,-1,-1.664344874768788
TGFB1,2,0,1,0,1,1,1,1,2.307016516662077
TGFBR2,3,0,1,0,1,1,1,1,1.5851099816558878
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
TLN1,2,0,1,0,1,1,1,1,3.051875595096952
TNK2,1,0,1,0,1,1,1,1,NA
TP53,1,0,1,0,1,1,1,1,6.567530020504592
TRAF6,1,0,1,0,1,1,1,1,NA
TRIM28,1,0,0,1,-1,1,-1,-1,NA
TYK2,1,0,1,0,1,1,1,1,NA
USF1,1,0,1,0,1,1,1,1,3.9193143089935942
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
WEE1,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
YY1,1,0,0,1,-1,1,-1,-1,-0.9541404011055771
ZMIZ1,1,0,0,1,-1,1,-1,-1,NA
