Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
RPS6KA1,1,0,1,0,1,1,1,1,NA
RPS6KA3,1,0,1,0,1,1,1,1,NA
RPS6KA4,1,0,1,0,1,1,1,1,NA
RUNX1,1,0,1,0,1,1,1,1,5.669603720799593
SKP2,1,0,1,0,1,1,1,1,NA
SMAD3,3,0,1,0,1,1,1,1,2.443357233087656
SMAD3,3,0,1,0,1,1,1,1,6.250711166096205
SMAD4,1,0,1,0,1,1,1,1,4.519349452893868
SNAI1,0,0.5,0.5,0,0.5,0,0.5,1,NA
SP1,1,0,1,0,1,1,1,1,3.6056710434792256
SP3,1,0,1,0,1,1,1,1,5.508311997144065
SRC,1,0,1,0,1,1,1,1,NA
SRF,1,0,1,0,1,1,1,1,11.457427235080491
SRPK2,1,0,1,0,1,1,1,1,NA
STAT1,1,0,1,0,1,1,1,1,10.813445240222029
STAT3,1,0,1,0,1,1,1,1,7.911350863970297
STAT6,1,0,1,0,1,1,1,1,NA
STK11,1,0,1,0,1,1,1,1,NA
THBS1,2,0,1,0,1,1,1,1,1.8528892236533885
THRA,0,0,1,0,1,0,1,1,NA
TLN1,2,0,1,0,1,1,1,1,3.051875595096952
TP53,1,0,1,0,1,1,1,1,6.567530020504592
TRIM28,1,0,0,1,-1,1,-1,-1,NA
VEGFA,2,0,1,0,1,1,1,1,2.8433902980560695
WEE1,0,0.8,0,0.2,-0.2,0,-0.2,-1,NA
WNK1,1,0,1,0,1,1,1,1,NA
